IPR	description	ERR2985255	ERR2985256	ERR2985257	ERR2985258	ERR2985259	ERR2985260	ERR2985261	ERR2985262	ERR2985263	ERR2985264	ERR2985265	ERR2985266	ERR2985267	ERR2985268	ERR2985269	ERR2985270	ERR2985271	ERR2985272	ERR2985273	ERR2985274	ERR2985275	ERR2985276	ERR2985277	ERR2985278
IPR002389	Annexin A2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0
IPR002394	Nicotinic acetylcholine receptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
IPR002397	Cytochrome P450, B-class	278	372	730	183	264	480	443	442	616	239	403	702	983	265	203	685	163	290	235	1232	294	504	226	317
IPR002401	Cytochrome P450, E-class, group I	45	90	40	39	31	56	62	71	57	25	36	76	141	65	25	41	27	11	20	194	83	70	29	107
IPR002403	Cytochrome P450, E-class, group IV	41	65	34	27	46	40	44	67	98	34	46	98	144	61	29	24	26	14	24	143	63	43	27	72
IPR002404	IRS-type PTB domain	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	1
IPR002406	Natriuretic peptide, C type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR002410	Peptidase S33	33	52	38	19	15	37	54	75	25	16	29	44	99	39	15	18	20	72	59	100	47	57	19	52
IPR002413	Ves allergen	1	2	7	4	1	0	0	3	0	0	3	1	2	3	1	11	1	19	28	4	7	1	6	12
IPR002415	H/ACA ribonucleoprotein complex, subunit Nhp2, eukaryote	0	7	5	2	2	1	4	6	0	0	0	4	2	0	1	2	2	3	8	2	11	0	1	6
IPR002416	Type II secretion system protein H	603	322	562	122	193	257	480	382	307	165	201	356	435	628	263	593	135	403	323	482	254	489	272	253
IPR002418	Transcription regulator Myc	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR002420	Phosphatidylinositol 3-kinase, C2 domain	0	0	1	0	0	2	0	0	1	1	1	0	3	0	0	1	0	0	0	0	0	0	2	1
IPR002423	Chaperonin Cpn60/TCP-1 family	4060	3918	2932	2459	1931	2551	3338	4184	2671	1791	2389	2989	3432	4341	1807	2661	2222	2718	2465	3937	3560	3622	2097	3905
IPR002424	Alcohol dehydrogenase, insect-type	128	147	105	73	70	98	96	149	98	73	102	99	224	125	52	105	62	128	116	244	159	90	60	168
IPR002429	Cytochrome c oxidase subunit II-like C-terminal	299	441	267	244	171	324	340	473	251	153	275	338	792	331	173	243	214	409	381	897	499	388	194	528
IPR002433	Ornithine decarboxylase	9	9	12	10	12	8	20	9	4	12	10	4	25	14	7	6	7	17	12	28	20	23	4	17
IPR002438	Sodium:neurotransmitter symporter, orphan	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002446	Lipocalin, bacterial	28	65	32	58	35	44	45	62	39	29	45	48	60	37	23	23	42	64	57	72	54	47	20	45
IPR002449	Retinol binding protein/Purpurin	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002450	von Ebner's gland protein/ Bos/Can allergen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002452	Alpha tubulin	14	102	91	46	27	38	103	107	20	19	20	35	68	22	15	86	51	54	41	120	84	128	19	100
IPR002453	Beta tubulin	14	113	102	54	31	45	113	115	51	38	49	57	95	25	19	85	44	79	70	99	171	122	19	166
IPR002454	Gamma tubulin	1	1	1	3	0	2	3	1	1	0	0	1	5	0	0	1	0	0	2	3	5	2	0	8
IPR002460	Alpha-synuclein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002464	DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site	134	189	138	120	95	158	174	224	125	99	172	141	170	120	82	151	114	107	107	167	162	179	82	181
IPR002466	Adenosine deaminase/editase	0	4	5	3	3	3	4	2	2	0	1	2	7	1	0	3	4	6	5	7	12	3	2	12
IPR002467	Peptidase M24A, methionine aminopeptidase, subfamily 1	94	224	272	147	90	111	166	249	146	69	94	174	224	155	66	251	105	309	247	246	239	173	89	253
IPR002469	Dipeptidylpeptidase IV, N-terminal domain	414	733	240	289	247	616	303	782	280	220	561	340	788	432	261	203	271	495	457	896	543	382	290	623
IPR002470	Peptidase S9A, prolyl oligopeptidase	260	358	138	185	157	231	243	401	233	145	223	248	467	263	143	135	169	166	162	592	353	280	155	365
IPR002471	Peptidase S9, serine active site	58	78	25	22	24	64	41	76	33	26	69	47	113	49	43	23	22	29	26	116	61	45	32	68
IPR002472	Palmitoyl protein thioesterase	2	10	7	2	2	0	2	12	0	5	1	0	5	0	1	2	4	0	1	10	3	4	1	8
IPR002474	Carbamoyl-phosphate synthase small subunit, N-terminal domain	849	966	1186	587	492	685	787	1038	714	463	614	779	1282	886	415	1119	541	1263	1194	1417	963	764	440	1010
IPR002477	Peptidoglycan binding-like	5843	3678	1761	5572	2193	2404	3570	3976	2985	1984	2058	3224	3010	6228	3460	1622	5122	1040	1002	3456	2340	3884	3826	2620
IPR002478	PUA domain	646	973	1631	559	550	636	749	961	680	479	561	780	1458	693	369	1538	476	1642	1591	1631	1097	800	382	1201
IPR002480	DAHP synthetase, class II	517	844	240	379	319	560	642	934	559	298	495	604	949	552	303	230	338	279	257	1073	849	686	341	961
IPR002481	Ferric-uptake regulator	958	914	1040	437	514	570	816	1020	701	456	491	730	1177	1071	495	924	410	1106	982	1317	817	811	480	901
IPR002483	PWI domain	1	0	2	4	0	1	0	1	0	0	1	6	6	0	2	6	4	2	2	6	1	2	1	2
IPR002486	Nematode cuticle collagen, N-terminal	3	1	1	0	0	2	2	2	0	2	0	1	5	1	0	0	2	0	3	5	3	0	0	5
IPR002487	Transcription factor, K-box	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR002489	Glutamate synthase, alpha subunit, C-terminal	928	1489	2372	809	760	1026	1098	1552	1162	716	950	1265	2098	975	547	2210	754	2955	2679	2326	1662	1179	606	1749
IPR002490	V-type  ATPase, V0 complex, 116kDa subunit family	28	90	52	67	30	52	153	124	39	26	44	50	94	40	28	49	71	153	126	113	174	152	23	196
IPR002491	ABC transporter periplasmic binding domain	51	78	227	59	53	53	40	73	42	46	49	53	144	55	23	188	32	117	111	165	96	58	27	121
IPR002492	Transposase, Tc1-like	5	8	12	2	7	3	11	4	7	1	11	1	36	5	6	7	0	8	2	20	9	10	8	5
IPR002494	Keratin-associated protein	0	8	1	1	1	21	5	5	6	0	8	3	3	1	0	0	0	0	0	1	0	3	1	1
IPR002495	Glycosyl transferase, family 8	24	33	16	25	28	33	37	23	20	20	24	39	25	29	19	13	27	46	30	38	22	60	19	28
IPR002496	Phosphoribosyl-AMP cyclohydrolase domain	307	418	774	233	229	302	345	453	315	214	261	322	596	344	180	688	229	647	590	681	509	384	235	520
IPR002498	Phosphatidylinositol-4-phosphate 5-kinase, core	7	57	76	38	12	16	73	58	14	12	21	14	67	13	24	57	35	53	59	67	159	75	12	196
IPR002499	Major vault protein, N-terminal	6	18	28	19	4	5	43	27	31	7	6	44	39	15	13	25	18	12	12	35	21	41	14	26
IPR002500	Phosphoadenosine phosphosulphate reductase	1247	1637	2342	2157	2384	1526	1263	1856	1536	2125	1352	1722	1930	1398	1344	2104	1981	2230	2075	2114	1813	1442	1537	2012
IPR002501	Pseudouridine synthase II, N-terminal	1174	1233	1171	619	561	840	1038	1240	821	528	767	971	1460	1262	576	1100	567	1307	1201	1573	985	1079	615	1131
IPR002502	N-acetylmuramoyl-L-alanine amidase domain	2695	1927	2075	6045	3340	2705	2335	2102	2677	2929	2456	3003	1453	2917	3098	1955	5539	2328	2124	1608	2327	2478	3491	2552
IPR002504	NAD kinase	549	1015	1364	582	468	647	693	1062	678	404	626	667	1137	683	312	1172	541	1333	1218	1232	889	735	404	1041
IPR002505	Phosphate acetyl/butaryl transferase	1565	2639	5786	1592	1634	1826	2017	2841	1844	1535	1661	2092	3498	1689	953	5344	1508	5308	4948	3842	2769	2189	1026	3059
IPR002508	N-acetylmuramoyl-L-alanine amidase, catalytic domain	735	1091	1286	756	644	798	734	1107	813	631	677	908	1269	835	635	1175	740	1420	1410	1441	935	876	657	982
IPR002509	NodB homology domain	1221	1170	831	536	503	995	1070	1325	792	463	868	825	1631	1236	584	751	518	783	627	1939	878	1106	653	933
IPR002510	Metalloprotease TldD/PmbA	832	1351	2434	710	739	1128	1102	1372	1047	705	1018	1230	2555	895	540	2227	661	1976	1782	2926	1187	1218	630	1345
IPR002513	Tn3 transposase DDE domain	3929	7623	20029	5427	7997	4614	7902	8060	5230	7682	4284	5741	5922	4124	2309	18745	5096	11416	10678	6524	11058	8422	2469	11994
IPR002514	Transposase IS3/IS911family	668	1223	3138	712	809	937	1173	1368	899	712	894	1049	1718	773	489	2624	764	1421	1251	2024	1498	1202	587	1640
IPR002515	Zinc finger, C2HC-type	0	3	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
IPR002516	Glycosyl transferase, family 11	230	177	73	122	102	370	244	202	112	102	277	124	65	281	146	53	76	50	51	90	78	289	130	66
IPR002517	Tospovirus nucleocapsid protein	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002522	Hepatitis C virus core protein, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
IPR002523	Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB	946	944	1135	498	520	640	747	975	661	460	542	756	1142	986	400	1067	449	949	797	1333	832	807	439	914
IPR002524	Cation efflux protein	984	1411	2552	820	840	1088	1172	1428	1002	731	855	1221	1946	1057	609	2296	670	1639	1490	2317	1239	1331	642	1430
IPR002525	Transposase, IS111A/IS1328/IS1533, N-terminal	203	274	104	185	225	271	215	297	195	195	218	245	264	222	133	96	189	252	240	390	321	229	170	382
IPR002528	Multi antimicrobial extrusion protein	763	1022	623	708	426	906	735	1090	605	377	802	734	1193	832	540	581	631	1897	1530	1549	928	868	580	1057
IPR002539	MaoC-like domain	705	922	1193	473	452	940	749	1021	836	467	852	935	1443	665	332	1021	390	1305	1191	1710	842	864	402	1039
IPR002541	Cytochrome c assembly protein	827	1214	1895	611	706	1017	817	1333	892	634	880	977	2127	964	477	1767	594	2152	1873	2423	1359	905	595	1556
IPR002543	FtsK domain	3643	2348	1935	1492	1235	1479	2200	2486	2006	1181	1360	2195	2601	3952	1652	1837	1439	1736	1659	3014	1586	2356	1750	1618
IPR002544	FMRFamide-related peptide-like	4	1	9	0	9	11	8	1	3	5	10	1	2	1	16	5	2	0	0	1	1	14	16	5
IPR002545	CheW-like domain	804	943	761	703	669	937	811	1034	929	545	798	1059	2611	938	512	662	605	2185	1891	3122	1222	1031	560	1416
IPR002546	Myogenic basic muscle-specific protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR002547	tRNA-binding domain	1709	1406	1498	692	705	956	1162	1501	1021	605	806	1258	1692	1877	720	1416	646	1639	1546	1880	1060	1239	771	1133
IPR002549	Transmembrane protein TqsA-like	2369	1533	1287	724	728	932	1296	1695	1185	643	798	1431	1581	2607	845	1103	644	945	869	1791	1001	1515	1015	1149
IPR002550	Domain of unknown function DUF21	680	1037	899	555	536	664	723	1158	579	435	594	769	1350	834	338	878	481	1128	976	1602	1023	810	463	1112
IPR002553	Clathrin/coatomer adaptor, adaptin-like, N-terminal	1	23	27	10	9	8	12	16	5	6	12	5	21	5	9	14	10	13	13	27	18	19	7	23
IPR002554	Protein phosphatase 2A, regulatory B subunit, B56	6	47	47	16	14	8	57	53	11	12	5	15	41	4	12	50	17	23	22	44	94	58	11	98
IPR002557	Chitin binding domain	11	33	13	26	10	7	20	29	15	11	7	23	39	18	29	9	19	18	22	46	49	19	28	39
IPR002558	I/LWEQ domain	0	7	1	0	3	1	0	9	0	5	1	0	1	0	0	3	2	3	3	1	2	1	1	2
IPR002559	Transposase, IS4-like	1451	2209	6934	1913	1841	1902	1484	2354	1175	1497	1624	1349	3953	1605	1041	6190	1573	4735	4222	4685	3260	1716	1072	3680
IPR002560	Transposase IS204/IS1001/IS1096/IS1165, DDE domain	1215	2364	9451	1651	2415	2125	1878	2538	2637	2163	1892	2931	2175	1271	1079	8694	1500	2890	2634	2409	2546	2112	1325	2753
IPR002562	3'-5' exonuclease domain	921	1261	1384	1140	1211	1075	865	1451	957	1087	952	1024	1452	973	885	1235	1175	1051	895	1600	1263	916	935	1343
IPR002563	Flavin reductase like domain	370	587	770	313	315	400	414	665	440	255	374	515	1403	346	201	677	246	727	638	1700	508	476	246	571
IPR002566	Surface antigen msp4	3	6	0	1	0	2	2	5	0	2	0	0	2	2	3	2	1	0	0	4	1	3	1	0
IPR002568	Carlavirus nucleic acid-binding protein	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002569	Peptide methionine sulphoxide reductase MsrA	3176	2351	1967	1050	1097	1567	2245	2604	1706	1078	1506	1891	2807	3368	1291	1804	936	1522	1383	3048	1813	2382	1412	1934
IPR002572	Domain of unknown function DUF22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002574	Coronavirus M matrix/glycoprotein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR002575	Aminoglycoside phosphotransferase	943	1310	2003	689	763	1098	1154	1444	1066	734	952	1235	2171	1032	561	1705	666	1642	1551	2458	1350	1241	684	1475
IPR002577	Helix-turn-helix, HxlR type	590	579	251	306	374	537	612	635	431	320	463	490	825	635	281	250	266	294	279	979	519	688	335	614
IPR002579	Peptide methionine sulphoxide reductase MrsB	1935	1561	1152	643	656	1029	1434	1559	1133	637	933	1216	1720	2098	777	1092	560	873	811	1941	1009	1636	862	1110
IPR002580	Herpesvirus UL24	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR002582	Holo-[acyl carrier protein] synthase	0	1	0	5	0	1	1	0	0	0	0	0	1	3	0	0	4	1	1	2	3	1	0	1
IPR002583	Ribosomal protein S20	1304	857	854	416	435	564	881	946	675	399	566	715	1013	1382	510	800	366	743	702	1149	696	937	532	703
IPR002585	Cytochrome ubiquinol oxidase subunit 1	918	1517	3603	939	781	988	1203	1628	884	695	912	944	2115	966	572	3255	882	1508	1316	2423	1260	1287	644	1411
IPR002586	CobQ/CobB/MinD/ParA nucleotide binding domain	667	864	3725	572	1089	686	746	981	782	965	602	838	1531	737	417	3380	532	1568	1472	1816	1153	797	442	1254
IPR002587	Myo-inositol-1-phosphate synthase	169	179	54	84	84	149	172	175	110	71	119	127	308	165	94	48	74	105	109	339	127	192	113	128
IPR002589	Macro domain	263	317	328	292	239	352	423	378	340	225	290	351	559	296	218	277	238	385	338	733	469	450	256	478
IPR002591	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase	314	508	154	211	219	396	389	593	314	173	337	353	828	363	224	159	146	214	212	936	524	433	246	627
IPR002594	Glycoside hydrolase family 12	0	1	2	2	0	0	1	0	3	0	0	0	1	3	2	4	0	47	43	0	3	2	0	3
IPR002596	Plasmid partition protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR002602	Domain of unknown function DB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IPR002603	ET repeat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
IPR002605	Adenovirus penton base protein	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
IPR002611	IstB-like ATP-binding protein	2238	3774	4623	2538	2432	2565	3525	4118	2951	2161	2358	3339	5735	2479	1624	4255	2366	3896	3540	6396	4338	3779	1866	4915
IPR002612	Adenovirus large t-antigen, E1B 55kDa protein	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0
IPR002615	Photosystem I PsaJ, reaction centre subunit IX	3	4	0	2	0	0	2	1	3	0	2	3	2	4	0	0	2	0	0	0	0	1	0	0
IPR002616	tRNA-guanine(15) transglycosylase-like	7087	4761	3961	2109	1850	2873	4315	5004	3722	1714	2632	4084	5318	7561	2852	3678	1953	3965	3709	5867	3090	4721	3062	3305
IPR002618	UDPGP family	78	242	36	122	119	91	224	276	65	108	80	78	187	112	77	45	111	47	57	188	388	237	77	424
IPR002619	Domain of unknown function CX	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IPR002622	Transposase, Synechocystis PCC 6803	33	274	44	59	29	95	26	257	18	37	65	23	68	24	39	35	62	34	39	110	80	34	34	97
IPR002625	Smr domain	294	355	702	243	220	308	258	372	252	190	224	273	519	303	163	646	222	591	581	601	354	325	147	372
IPR002628	Photosystem II PsbO, manganese-stabilising	0	6	1	0	12	2	0	3	3	11	4	3	0	0	1	1	0	0	0	2	1	0	1	1
IPR002629	Cobalamin-independent methionine synthase MetE, C-terminal/archaeal	228	420	150	302	143	220	183	457	202	134	198	201	370	255	174	146	279	1385	1292	413	518	204	184	552
IPR002631	Plasmid replication protein	9	61	11	55	5	2	130	48	54	1	6	36	2	7	1	11	47	11	13	4	276	140	5	260
IPR002633	Bacteriocin, class IIa	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR002634	BolA protein	211	316	808	189	180	239	268	362	253	177	209	251	581	252	125	753	207	660	560	653	395	265	173	468
IPR002636	Protein from unkown function DUF29	435	1188	4981	495	605	296	654	1258	325	524	272	351	375	459	152	4563	451	4486	4266	445	2623	661	155	2865
IPR002637	Ham1-like protein	967	1162	1150	595	605	762	980	1212	808	571	632	868	1367	1057	506	1123	533	1229	1150	1532	994	1043	571	986
IPR002638	Quinolinate phosphoribosyl transferase, C-terminal	591	846	1396	474	509	634	632	990	681	465	579	743	1197	679	370	1324	422	1411	1329	1397	831	655	424	933
IPR002639	Urease accessory protein UreF	123	222	1017	146	144	216	217	250	212	126	212	236	486	147	80	922	141	488	483	529	269	221	92	296
IPR002640	Arylesterase	22	10	9	4	8	10	6	13	5	3	2	8	16	25	3	2	1	19	26	19	4	10	6	12
IPR002641	Patatin-like phospholipase domain	827	1153	1600	591	598	840	912	1245	891	562	741	1113	1563	870	463	1424	548	1358	1108	1822	1272	1052	501	1387
IPR002642	Lysophospholipase, catalytic domain	1	16	0	6	0	2	1	10	1	2	2	1	4	1	0	1	4	1	1	9	1	6	0	0
IPR002643	Polyomavirus agnoprotein	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0
IPR002644	Photosystem II PsbZ, reaction centre	10	21	3	4	13	2	4	15	3	9	6	11	7	11	4	5	0	3	0	18	5	8	0	5
IPR002645	STAS domain	1347	1645	2219	929	1094	1091	1363	1838	1416	1002	972	1539	2861	1496	700	1940	838	1839	1674	3223	1657	1516	774	1829
IPR002646	Poly A polymerase, head domain	1860	1669	1568	885	816	1109	1350	1742	1194	714	955	1323	1648	2104	985	1432	782	1763	1624	1916	1166	1448	995	1237
IPR002648	Adenylate dimethylallyltransferase	379	274	190	110	101	179	227	249	161	82	142	210	265	404	115	176	87	118	94	241	136	219	177	146
IPR002652	Importin-alpha, importin-beta-binding domain	2	4	1	4	1	2	5	1	4	3	3	4	7	3	3	4	1	1	3	4	16	7	2	9
IPR002653	Zinc finger, A20-type	3	3	0	0	1	3	4	1	0	1	1	0	4	0	4	1	5	1	0	0	4	5	1	6
IPR002654	Glycosyl transferase, family 25	71	97	58	53	101	128	87	130	73	79	120	85	140	85	81	29	59	74	71	181	43	101	73	51
IPR002655	Acyl-CoA oxidase, C-terminal	7	8	20	11	13	15	17	7	22	8	6	32	20	9	8	17	14	16	10	22	49	18	6	49
IPR002656	Acyltransferase 3	73	66	50	33	50	62	58	71	69	43	46	65	90	93	38	53	38	109	94	127	68	63	41	99
IPR002657	Bile acid:sodium symporter/arsenical resistance protein  Acr3	682	951	1355	614	479	692	687	1060	756	437	616	871	1191	700	389	1251	602	1494	1268	1413	1023	744	426	1130
IPR002659	Glycosyl transferase, family 31	0	5	5	4	4	3	2	14	0	2	2	0	8	0	5	5	9	0	4	3	0	2	9	0
IPR002666	Reduced folate carrier	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
IPR002668	Concentrative nucleoside transporter N-terminal domain	57	174	50	108	83	74	143	156	66	66	74	68	170	86	54	39	110	50	41	170	151	112	55	180
IPR002669	Urease accessory protein UreD	130	195	706	116	136	192	226	201	149	114	171	191	481	111	76	651	119	374	329	503	208	225	77	242
IPR002671	Ribosomal protein L22e	4	14	26	14	11	9	14	12	7	8	4	13	15	2	7	28	12	12	13	20	38	23	3	30
IPR002673	Ribosomal protein L29e	1	0	8	1	2	1	5	2	0	2	3	2	5	0	1	4	2	1	0	6	5	10	0	4
IPR002674	Ribosomal protein L37ae	7	18	14	6	13	8	11	20	4	14	9	4	7	12	11	24	7	6	5	12	33	11	10	25
IPR002675	Ribosomal protein L38e	0	3	5	3	1	3	4	1	4	1	4	0	3	1	1	6	2	0	2	2	13	10	0	8
IPR002676	RimM protein	280	508	749	307	271	308	335	530	343	253	297	334	621	301	193	679	264	812	743	654	481	397	211	537
IPR002677	Ribosomal protein L32p	622	459	502	218	231	315	390	517	364	198	251	377	547	634	224	457	220	389	384	660	410	470	313	442
IPR002678	GTP cyclohydrolase 1 type 2/Nif3	454	874	1088	419	438	549	553	967	495	424	551	584	862	483	232	1098	429	860	770	996	791	658	281	850
IPR002680	Alternative oxidase	309	163	96	78	39	147	277	170	197	32	145	207	130	371	161	85	66	39	43	142	102	282	201	103
IPR002682	Photosystem II PsbJ	3	2	1	0	1	1	0	2	3	0	0	7	1	0	0	0	0	0	0	1	0	0	1	1
IPR002683	PsbP family	0	0	0	0	4	0	1	1	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0
IPR002685	Glycosyl transferase, family 15	3	24	2	8	2	1	2	23	0	0	1	0	1	3	6	2	4	1	0	0	0	0	4	2
IPR002686	Transposase IS200-like	2154	2116	1667	1234	1509	1355	1844	2150	1602	1367	1304	1859	3561	2301	1276	1570	1146	2722	2613	4026	2078	2024	1411	2187
IPR002687	Nop domain	16	76	61	43	12	22	68	87	37	13	17	31	65	37	23	54	45	39	27	62	146	67	25	134
IPR002692	Penicillin/GL-7-ACA/AHL/aculeacin-A acylase	1144	1735	1150	707	710	1600	1350	1901	1161	665	1475	1280	2407	1241	692	1036	679	1846	1631	2755	1713	1535	791	1891
IPR002694	Zinc finger, CHC2-type	2850	2298	1904	3253	3205	2363	2231	2504	2329	3005	2107	2591	1579	3065	2715	1755	2990	2015	1838	1845	1897	2552	2913	2099
IPR002695	AICARFT/IMPCHase bienzyme	1436	1903	2422	1054	976	1495	1443	2041	1352	913	1410	1487	2484	1622	757	2343	940	2788	2573	2794	1896	1578	842	2059
IPR002696	Putative membrane protein insertion efficiency factor	432	428	542	233	248	302	315	467	346	218	260	354	569	486	188	489	208	574	520	615	430	362	222	461
IPR002698	5-formyltetrahydrofolate cyclo-ligase	298	372	487	246	301	285	327	428	252	264	237	322	524	304	189	426	215	389	357	559	435	330	191	506
IPR002699	ATPase, V1 complex, subunit D	40	69	30	51	20	46	46	66	22	16	35	28	42	44	33	27	41	236	204	40	62	36	30	78
IPR002701	Chorismate mutase	476	674	995	418	394	475	439	674	432	326	470	524	827	509	221	948	370	1325	1276	956	725	523	271	761
IPR002702	Translation repressor RegA	24	36	32	19	55	187	49	29	107	52	186	104	13	22	65	32	22	132	128	13	30	45	77	41
IPR002703	Levivirus coat protein	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR002705	Peptidase C30/C16,  Betacoronavirus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002706	DNA-repair protein Xrcc1, N-terminal	0	3	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2	1	2	1	1
IPR002708	Homocysteine biosynthesis enzyme, sulfur-incorporation	29	8	19	27	5	33	12	9	3	7	28	5	12	29	6	22	18	55	49	15	27	13	7	29
IPR002710	Dilute domain	0	1	1	0	3	1	0	1	0	2	1	1	4	1	0	3	0	0	0	4	1	0	0	3
IPR002711	HNH endonuclease	1971	2110	2270	6644	4307	2756	2572	2347	2711	3842	2530	2977	843	2152	3921	2022	6043	1497	1366	924	1340	2798	4280	1503
IPR002712	Toxin CcdB	64	84	30	57	58	68	67	95	76	53	51	90	103	74	33	25	68	78	67	123	123	62	36	109
IPR002713	FF domain	3	3	6	2	1	8	5	2	3	1	3	2	7	1	0	9	3	6	2	5	8	9	0	13
IPR002715	Nascent polypeptide-associated complex NAC domain	9	12	19	8	6	14	16	25	9	6	10	14	29	13	3	19	6	20	13	11	22	37	10	33
IPR002716	PIN domain	707	845	1544	450	619	608	671	898	708	576	517	814	1134	764	346	1289	484	1513	1447	1317	1234	814	393	1409
IPR002717	Histone acetyltransferase domain, MYST-type	9	8	21	9	2	6	21	6	2	2	5	6	16	9	9	16	12	11	9	21	43	15	5	44
IPR002719	Retinoblastoma-associated protein, B-box	0	0	0	2	1	0	2	5	1	1	1	2	3	0	0	0	1	0	5	7	8	6	0	8
IPR002720	Retinoblastoma-associated protein, A-box	0	0	0	0	1	1	5	2	0	1	1	0	2	1	0	0	0	1	0	0	3	4	0	4
IPR002723	N(4)-bis(aminopropyl)spermidine synthase, C-terminal	8	7	1	1	4	11	4	10	4	3	6	5	17	9	8	0	5	1	3	19	17	1	8	19
IPR002724	Pyruvoyl-dependent arginine decarboxylase	22	43	13	7	19	66	21	45	13	16	49	13	61	36	17	10	13	21	11	81	10	18	24	13
IPR002725	Protein of unknown function DUF45	1403	1151	1663	562	585	763	1142	1191	885	586	713	903	1492	1417	628	1519	525	916	847	1665	1061	1245	729	1202
IPR002729	CRISPR-associated protein Cas1	288	338	1972	252	303	247	242	368	336	256	241	346	628	314	204	1842	206	1457	1334	713	632	268	221	647
IPR002730	Ribonuclease P/MRP, subunit p29	5	9	2	2	2	9	4	3	3	2	9	4	3	1	1	0	4	4	1	3	8	6	1	6
IPR002731	ATPase, BadF/BadG/BcrA/BcrD type	77	73	29	75	69	88	57	63	78	57	77	89	140	92	35	26	61	124	96	148	63	72	48	69
IPR002732	Holliday junction resolvase Hjc	43	26	18	73	16	8	20	16	22	20	4	30	1	61	33	12	75	15	13	5	24	25	41	19
IPR002733	AMMECR1 domain	131	105	63	47	65	115	136	112	128	67	102	135	333	140	63	48	57	167	138	384	113	134	75	129
IPR002734	Bacterial bifunctional deaminase-reductase, C-terminal	841	1146	1224	591	516	820	776	1293	733	491	724	973	1528	969	421	1145	546	1262	1174	1673	923	960	428	991
IPR002735	Translation initiation factor IF2/IF5	19	40	19	20	23	9	28	48	4	23	14	10	17	26	7	17	13	13	14	11	33	35	14	16
IPR002736	Triphosphoribosyl-dephospho-CoA protein	32	79	38	105	16	113	92	83	102	18	100	104	186	42	36	33	92	88	86	191	44	108	39	47
IPR002737	MEMO1 family	195	153	78	109	108	158	149	150	209	97	172	205	509	215	66	67	95	189	182	583	143	154	108	136
IPR002738	RNase P subunit p30	0	1	2	4	0	0	0	2	0	0	1	1	0	1	0	1	2	1	0	2	2	0	4	6
