GO	description	category	ERR2985255	ERR2985256	ERR2985257	ERR2985258	ERR2985259	ERR2985260	ERR2985261	ERR2985262	ERR2985263	ERR2985264	ERR2985265	ERR2985266	ERR2985267	ERR2985268	ERR2985269	ERR2985270	ERR2985271	ERR2985272	ERR2985273	ERR2985274	ERR2985275	ERR2985276	ERR2985277	ERR2985278
GO:0006323	DNA packaging	biological process	743	667	735	1692	2311	854	546	683	909	2162	743	1071	172	821	1661	616	1547	226	212	205	692	639	1978	769
GO:0006325	chromatin organization	biological process	0	3	3	1	1	4	0	0	4	0	4	0	0	0	1	5	0	1	1	3	7	2	2	7
GO:0006333	chromatin assembly or disassembly	biological process	4	16	10	10	5	13	26	16	12	5	11	17	15	2	10	11	11	16	9	24	56	34	5	40
GO:0006334	nucleosome assembly	biological process	12	26	32	15	13	14	36	29	8	20	29	15	33	11	22	30	33	16	27	36	55	36	15	85
GO:0006338	chromatin remodeling	biological process	2	4	12	3	0	1	8	8	2	0	4	4	5	2	1	10	5	7	6	14	16	6	2	12
GO:0006348	chromatin silencing at telomere	biological process	3	3	0	3	4	2	0	3	1	0	1	1	1	0	0	0	3	2	3	4	0	1	1	1
GO:0006351	transcription, DNA-templated	biological process	36377	28310	21100	12921	11789	16270	23118	29998	19515	10890	14606	21504	25088	39114	14368	19289	12084	20461	18822	27917	18291	25053	15807	19802
GO:0006352	DNA-templated transcription, initiation	biological process	15034	13856	10905	8017	7553	10733	12305	15082	10858	6791	9864	11786	19511	15944	7978	10184	7352	12481	11261	22139	12140	13499	8647	13170
GO:0006353	DNA-templated transcription, termination	biological process	626	904	1004	474	407	641	661	988	582	417	577	632	1044	677	382	958	431	1053	977	1205	793	741	418	868
GO:0006355	regulation of transcription, DNA-templated	biological process	53432	59798	85868	43567	44063	51962	50943	64218	46148	40153	46804	50479	87900	57212	36633	78898	40472	73461	67401	98715	60273	56043	39857	65763
GO:0006357	regulation of transcription from RNA polymerase II promoter	biological process	0	1	8	2	2	7	3	6	2	1	8	5	6	0	4	4	5	2	4	6	3	5	4	4
GO:0006360	transcription from RNA polymerase I promoter	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
GO:0006364	rRNA processing	biological process	5475	5684	7034	3139	2844	3712	4570	6009	3943	2576	3326	4412	6886	5997	2726	6406	2883	7416	6688	7912	5122	4983	2961	5849
GO:0006366	transcription from RNA polymerase II promoter	biological process	0	11	8	2	1	4	8	11	2	2	0	1	5	0	2	4	0	5	2	3	3	3	2	10
GO:0006367	transcription initiation from RNA polymerase II promoter	biological process	4	19	8	7	12	5	11	16	4	12	5	14	20	2	15	14	19	9	9	15	28	12	14	24
GO:0006368	transcription elongation from RNA polymerase II promoter	biological process	1	5	2	2	0	2	1	3	0	0	0	0	2	0	1	2	3	2	5	4	4	3	1	5
GO:0006369	termination of RNA polymerase II transcription	biological process	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006370	7-methylguanosine mRNA capping	biological process	0	9	18	4	3	11	9	9	2	10	3	4	7	2	7	12	8	4	2	8	11	7	4	8
GO:0006376	mRNA splice site selection	biological process	1	1	3	1	2	5	11	1	0	4	3	0	1	1	1	1	0	3	0	3	9	4	3	11
GO:0006378	mRNA polyadenylation	biological process	0	3	1	0	0	0	0	1	1	0	1	0	4	0	0	1	0	0	1	2	1	0	0	1
GO:0006379	mRNA cleavage	biological process	5	9	2	2	2	9	4	3	3	2	10	4	3	1	1	0	4	4	1	3	8	6	1	6
GO:0006383	transcription from RNA polymerase III promoter	biological process	0	1	6	4	0	1	3	3	0	1	1	0	2	1	0	4	5	2	2	5	4	1	1	3
GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	biological process	76	91	63	41	57	126	116	98	67	61	112	63	123	92	98	71	42	60	63	160	101	121	91	126
GO:0006396	RNA processing	biological process	12053	10814	10005	5784	5428	7266	8984	11323	8491	5027	6467	9439	12930	13109	5605	9059	5323	10884	9959	14501	8810	9728	6218	9755
GO:0006397	mRNA processing	biological process	9	35	14	21	10	14	11	24	5	4	20	10	33	12	23	18	20	33	26	20	23	15	18	32
GO:0006400	tRNA modification	biological process	7966	6082	5440	2989	2743	3851	5382	6416	4547	2551	3526	4968	6672	8528	3435	5054	2757	5360	4979	7338	4315	5850	3730	4608
GO:0006401	RNA catabolic process	biological process	131	296	229	210	129	144	190	302	160	140	137	154	245	196	108	232	172	478	398	264	382	208	107	374
GO:0006402	mRNA catabolic process	biological process	263	405	273	498	527	528	347	454	256	461	441	288	261	287	837	244	439	245	215	320	239	347	902	277
GO:0006406	mRNA export from nucleus	biological process	1	4	9	1	0	8	2	2	1	1	1	2	3	0	0	3	1	2	2	4	8	7	0	9
GO:0006412	translation	biological process	73881	52792	46103	24756	24265	33026	48282	56134	40024	22398	30111	43622	55755	79095	29140	42889	22957	42788	39629	62453	40122	52560	31700	43398
GO:0006413	translational initiation	biological process	3437	2734	2899	1351	1404	1830	2503	2953	1948	1328	1692	2232	3014	3767	1571	2690	1311	2377	2155	3193	2273	2796	1694	2434
GO:0006414	translational elongation	biological process	4286	3372	2915	1647	1442	2021	2841	3561	2489	1361	1909	2689	3706	4647	1733	2733	1557	3055	2817	4184	2541	3040	1810	2810
GO:0006415	translational termination	biological process	9174	6571	5200	2941	2891	3894	5915	7044	5043	2644	3511	5567	6984	9864	3737	4815	2858	5151	4703	7866	4359	6412	4066	4753
GO:0006417	regulation of translation	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006418	tRNA aminoacylation for protein translation	biological process	67521	49575	41489	22848	22924	30284	43591	53052	37321	20947	27628	41063	52156	72338	26288	38031	21038	42188	38914	58891	34443	47582	28867	37723
GO:0006419	alanyl-tRNA aminoacylation	biological process	6709	5402	5072	2514	2487	3303	4697	5733	4016	2288	2985	4318	5940	7097	2697	4713	2293	4971	4725	6699	3959	5091	2947	4334
GO:0006420	arginyl-tRNA aminoacylation	biological process	3511	2452	2293	1178	1269	1489	2308	2554	1946	1171	1389	2181	2880	3793	1348	2164	1069	2260	2170	3208	1719	2544	1471	1894
GO:0006423	cysteinyl-tRNA aminoacylation	biological process	468	373	512	189	175	211	253	419	292	161	212	278	467	468	202	471	188	526	506	510	356	332	213	366
GO:0006425	glutaminyl-tRNA aminoacylation	biological process	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0006426	glycyl-tRNA aminoacylation	biological process	2829	3432	5562	2133	1797	2378	2849	3529	2480	1705	2178	2648	4941	3038	1546	5341	2020	6025	5539	5476	3811	3050	1681	4084
GO:0006428	isoleucyl-tRNA aminoacylation	biological process	22	24	30	20	11	9	20	18	11	7	6	26	25	17	10	17	19	30	35	34	14	16	14	18
GO:0006429	leucyl-tRNA aminoacylation	biological process	905	676	454	318	261	430	574	741	465	229	370	557	708	993	349	417	261	477	453	782	392	618	442	481
GO:0006430	lysyl-tRNA aminoacylation	biological process	1191	794	756	388	363	491	681	913	651	354	404	768	831	1337	430	673	333	767	678	1021	622	810	484	679
GO:0006431	methionyl-tRNA aminoacylation	biological process	152	82	52	43	42	63	86	113	66	32	61	83	98	152	56	36	47	46	31	108	33	84	62	61
GO:0006432	phenylalanyl-tRNA aminoacylation	biological process	1333	1068	1110	497	496	768	868	1096	831	534	668	892	1175	1362	514	961	467	1256	1137	1322	888	962	556	1037
GO:0006433	prolyl-tRNA aminoacylation	biological process	307	379	419	211	199	242	256	397	251	141	215	261	431	337	206	363	207	422	444	505	373	268	193	387
GO:0006434	seryl-tRNA aminoacylation	biological process	1591	1001	820	499	414	538	929	1169	811	400	525	928	1020	1618	570	722	397	794	799	1173	657	979	592	730
GO:0006435	threonyl-tRNA aminoacylation	biological process	742	459	326	234	178	286	398	446	364	148	245	431	496	725	290	320	211	358	342	590	336	451	313	385
GO:0006436	tryptophanyl-tRNA aminoacylation	biological process	5	4	3	1	1	1	4	2	0	2	2	3	3	6	1	3	1	15	8	0	5	2	1	5
GO:0006437	tyrosyl-tRNA aminoacylation	biological process	453	356	329	153	193	242	308	397	254	178	233	304	372	564	182	310	175	298	288	410	262	360	227	264
GO:0006438	valyl-tRNA aminoacylation	biological process	753	618	831	346	412	504	554	626	484	340	446	522	774	846	374	753	325	713	682	854	560	659	348	614
GO:0006446	regulation of translational initiation	biological process	0	5	2	0	0	0	0	1	0	0	1	0	1	0	0	3	0	0	0	1	2	0	0	0
GO:0006450	regulation of translational fidelity	biological process	646	410	458	222	268	321	440	419	327	226	277	396	497	751	230	410	164	504	478	634	298	479	271	365
GO:0006452	translational frameshifting	biological process	1	12	42	16	11	12	35	17	9	11	8	13	21	7	7	41	12	6	12	34	67	47	8	72
GO:0006457	protein folding	biological process	13767	13210	14691	7990	8087	9922	10332	13909	9758	7403	8988	10689	14207	14839	6842	13569	7438	12845	11752	15861	11393	11393	7523	12394
GO:0006461	protein complex assembly	biological process	74	94	520	87	102	106	114	113	109	77	108	103	260	76	35	518	74	272	261	290	140	103	49	153
GO:0006464	cellular protein modification process	biological process	523	888	1111	567	442	616	1010	954	625	403	515	775	1318	559	348	1020	565	1401	1239	1534	1737	1057	386	1810
GO:0006465	signal peptide processing	biological process	0	10	17	8	1	1	4	10	2	1	3	1	5	3	1	12	9	1	0	4	7	5	0	13
GO:0006468	protein phosphorylation	biological process	4871	8187	5529	4821	3377	4351	8136	8924	5662	3151	3796	6747	14593	5312	3335	4950	4453	6720	5904	17129	14450	9047	3735	16615
GO:0006470	protein dephosphorylation	biological process	32	73	98	33	38	46	74	78	52	34	53	41	84	46	35	107	48	100	86	111	170	59	41	191
GO:0006471	protein ADP-ribosylation	biological process	20	29	29	78	22	17	47	26	24	23	19	21	41	16	27	31	70	38	36	40	72	49	22	94
GO:0006480	N-terminal protein amino acid methylation	biological process	0	6	7	9	3	5	24	11	6	1	1	2	14	2	10	11	2	19	22	22	26	21	9	33
GO:0006481	C-terminal protein methylation	biological process	96	77	229	40	67	64	59	77	103	56	64	111	159	82	38	198	42	64	46	194	60	76	37	62
GO:0006486	protein glycosylation	biological process	50	138	97	93	64	59	114	153	49	55	45	64	107	60	89	66	73	43	47	131	126	124	101	173
GO:0006487	protein N-linked glycosylation	biological process	45	39	40	43	18	49	41	40	9	23	35	19	25	46	32	37	39	7	7	16	16	54	33	6
GO:0006488	dolichol-linked oligosaccharide biosynthetic process	biological process	9	25	14	18	9	11	24	30	12	11	11	19	29	6	12	17	11	14	13	39	36	20	14	43
GO:0006493	protein O-linked glycosylation	biological process	186	176	55	59	37	128	179	175	140	37	120	155	153	216	64	40	54	72	92	159	67	179	54	89
GO:0006506	GPI anchor biosynthetic process	biological process	7	41	21	22	3	10	21	35	14	7	2	14	29	13	4	18	14	22	14	34	37	25	10	41
GO:0006508	proteolysis	biological process	44875	49782	48562	29524	26292	34046	40552	53381	34304	23786	30499	38457	61531	48722	24999	44118	27002	51571	47201	69981	43028	44508	27798	47665
GO:0006511	ubiquitin-dependent protein catabolic process	biological process	61	209	215	136	76	86	207	217	96	60	84	112	202	58	71	188	102	129	113	234	416	249	77	481
GO:0006518	peptide metabolic process	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006520	cellular amino acid metabolic process	biological process	9378	10765	16423	5821	6029	8077	8245	11250	7900	5667	7285	8596	14965	10067	4930	15309	5535	13523	12375	16579	10333	8917	5453	11165
GO:0006522	alanine metabolic process	biological process	432	430	511	263	160	246	316	433	324	177	221	371	488	439	162	485	212	547	439	537	333	386	191	386
GO:0006523	alanine biosynthetic process	biological process	310	473	906	230	281	263	243	503	292	249	259	319	334	342	167	866	233	764	675	386	409	263	188	435
GO:0006525	arginine metabolic process	biological process	148	213	116	183	56	210	219	234	204	77	194	224	301	150	141	120	173	166	131	332	204	201	152	237
GO:0006526	arginine biosynthetic process	biological process	2642	3193	4564	1892	1827	2288	2434	3275	2482	1667	2044	2738	4892	2851	1379	4302	1803	5434	4893	5397	3301	2648	1558	3612
GO:0006527	arginine catabolic process	biological process	268	377	141	219	139	278	288	408	280	135	250	291	494	291	160	125	214	381	336	516	284	285	167	349
GO:0006529	asparagine biosynthetic process	biological process	2301	3368	1469	1231	1169	1981	2301	3549	1979	1043	1761	2198	3841	2400	1257	1352	1183	2425	2227	4366	1963	2450	1314	2232
GO:0006535	cysteine biosynthetic process from serine	biological process	288	399	536	244	214	342	327	437	276	201	289	319	660	283	152	491	221	661	591	727	464	355	181	486
GO:0006537	glutamate biosynthetic process	biological process	1640	2683	3252	1439	1351	1985	2165	2923	1920	1285	1864	2184	3503	1719	1025	3040	1405	3374	3122	3870	2920	2345	1144	3197
GO:0006541	glutamine metabolic process	biological process	271	605	227	272	197	367	509	627	411	166	348	495	691	294	192	224	263	334	318	750	478	514	199	498
GO:0006542	glutamine biosynthetic process	biological process	579	974	1561	436	458	753	694	1042	694	403	647	790	1296	645	346	1417	426	1268	1144	1517	1072	800	347	1206
GO:0006545	glycine biosynthetic process	biological process	1665	1600	1501	942	1111	1266	1196	1708	999	959	1149	1115	1262	1777	965	1381	895	1443	1293	1452	1515	1260	1088	1649
GO:0006546	glycine catabolic process	biological process	1387	2243	2982	1082	1107	1571	1670	2359	1566	1054	1426	1701	2967	1475	755	2828	991	2921	2615	3302	2144	1808	818	2351
GO:0006547	histidine metabolic process	biological process	27	5	0	6	0	0	0	11	8	0	0	8	15	13	1	0	6	3	3	17	1	1	2	0
GO:0006555	methionine metabolic process	biological process	864	1363	2096	750	716	997	1046	1458	929	670	912	1015	1843	966	493	1872	730	2032	1862	2133	1396	1120	549	1514
GO:0006556	S-adenosylmethionine biosynthetic process	biological process	3109	3246	3617	1718	1791	2078	2891	3485	2326	1669	1893	2499	3842	3432	1495	3342	1626	3912	3589	4255	3036	3188	1627	3317
GO:0006559	L-phenylalanine catabolic process	biological process	139	288	174	145	101	206	201	303	171	86	195	191	510	145	97	161	122	98	86	531	360	209	109	387
GO:0006561	proline biosynthetic process	biological process	234	388	657	218	200	233	261	405	260	188	183	319	454	257	132	584	181	747	658	567	411	314	154	458
GO:0006564	L-serine biosynthetic process	biological process	212	314	485	185	151	212	240	343	201	141	169	222	327	213	141	430	184	335	294	415	355	276	118	380
GO:0006568	tryptophan metabolic process	biological process	1375	2085	3254	1198	1147	1504	1600	2261	1441	1000	1432	1693	2824	1522	815	2987	1155	3708	3412	3174	2280	1682	953	2574
GO:0006570	tyrosine metabolic process	biological process	139	288	174	145	101	206	201	303	171	86	195	191	510	145	97	161	122	98	86	531	360	209	109	387
GO:0006571	tyrosine biosynthetic process	biological process	558	904	1499	477	577	650	655	936	642	498	546	739	1134	631	352	1387	462	1637	1433	1402	886	737	393	963
GO:0006576	cellular biogenic amine metabolic process	biological process	7	13	11	22	10	12	8	21	9	5	13	9	8	9	8	9	33	49	52	16	12	14	9	15
GO:0006582	melanin metabolic process	biological process	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	0	0	0	0	1	0	0	0	0
GO:0006596	polyamine biosynthetic process	biological process	9	9	12	10	12	8	20	9	4	12	10	4	25	14	7	6	7	17	12	28	20	23	4	17
GO:0006597	spermine biosynthetic process	biological process	3	10	6	5	3	2	3	5	2	7	2	1	7	4	7	6	6	0	1	7	5	8	5	6
GO:0006605	protein targeting	biological process	2941	2129	1738	1035	874	1387	2012	2314	1828	860	1234	1921	2904	3126	1155	1654	987	1876	1654	3238	1676	2065	1381	1783
GO:0006606	protein import into nucleus	biological process	2	4	3	4	1	2	5	1	4	3	3	4	7	3	3	4	1	1	3	4	16	7	2	10
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	biological process	2799	4794	5939	2612	2138	3188	3182	4884	2958	2027	2994	3177	6080	3012	1709	5543	2500	6349	5855	6692	4438	3446	1876	4825
GO:0006621	protein retention in ER lumen	biological process	4	8	22	18	11	5	17	14	12	6	5	15	21	2	6	17	14	25	21	34	63	43	5	65
GO:0006626	protein targeting to mitochondrion	biological process	3	2	1	4	2	4	3	3	3	3	0	1	7	2	0	2	2	0	0	2	1	0	1	3
GO:0006629	lipid metabolic process	biological process	3513	4991	5047	3028	2498	3548	4033	5327	3509	2418	3149	4052	6787	3706	2120	4565	2827	4923	4282	7827	5534	4348	2244	6059
GO:0006631	fatty acid metabolic process	biological process	3247	4574	10110	2037	2742	3342	3181	4892	3435	2558	3036	3780	6514	3562	1672	9213	1861	5933	5422	7509	4421	3428	1869	4806
GO:0006633	fatty acid biosynthetic process	biological process	2728	4309	5811	2395	2200	3234	3037	4721	2694	2016	2906	2955	5886	2926	1726	5321	2245	5962	5521	6668	4032	3293	1954	4430
GO:0006635	fatty acid beta-oxidation	biological process	7	8	20	11	13	15	17	7	22	8	6	32	20	9	8	17	14	16	10	22	49	18	6	49
GO:0006644	phospholipid metabolic process	biological process	19	34	19	22	17	17	28	37	22	17	22	41	44	29	27	18	32	21	25	52	29	29	30	23
GO:0006659	phosphatidylserine biosynthetic process	biological process	0	10	13	6	4	3	16	16	12	3	4	5	15	5	3	14	7	23	22	17	46	38	2	39
GO:0006665	sphingolipid metabolic process	biological process	5	9	2	7	0	2	4	11	2	0	5	7	5	4	1	1	2	0	1	8	10	5	5	6
GO:0006672	ceramide metabolic process	biological process	0	10	1	1	1	1	0	6	0	0	0	0	2	0	1	1	0	1	0	3	0	3	1	0
GO:0006683	galactosylceramide catabolic process	biological process	0	0	0	1	1	0	0	0	0	1	0	2	0	1	1	0	0	1	0	2	0	0	0	1
GO:0006694	steroid biosynthetic process	biological process	338	362	144	182	145	279	319	419	314	153	231	314	644	394	158	150	158	186	147	771	388	303	191	400
GO:0006695	cholesterol biosynthetic process	biological process	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	2	2	0	0	1	0	0	0
GO:0006725	cellular aromatic compound metabolic process	biological process	1071	1655	6118	873	1314	1337	1376	1804	1365	1141	1251	1476	5573	1140	578	5586	753	2530	2274	6331	1696	1539	640	1897
GO:0006729	tetrahydrobiopterin biosynthetic process	biological process	610	521	609	221	242	354	405	529	355	240	339	440	895	622	295	560	218	493	454	968	521	471	343	579
GO:0006730	one-carbon metabolic process	biological process	463	603	713	276	283	497	430	658	381	256	476	408	858	449	209	680	287	1397	1237	947	569	492	250	587
GO:0006741	NADP biosynthetic process	biological process	549	1015	1364	582	468	647	693	1062	678	404	626	667	1137	683	312	1172	541	1333	1218	1232	889	735	404	1041
GO:0006742	NADP catabolic process	biological process	40	18	9	11	9	24	15	28	22	4	20	25	29	40	11	10	19	15	23	31	27	18	14	22
GO:0006744	ubiquinone biosynthetic process	biological process	268	471	1155	281	255	325	360	527	323	232	305	360	813	303	174	1039	293	1283	1152	928	577	388	189	624
GO:0006750	glutathione biosynthetic process	biological process	1104	1734	3209	1098	935	1259	1414	1855	1380	843	1161	1473	2906	1145	707	2907	1063	3727	3496	3176	2417	1549	761	2597
GO:0006751	glutathione catabolic process	biological process	1610	2385	5642	1166	1453	2114	1868	2556	1492	1298	1908	1744	3593	1739	965	5310	1093	2892	2649	3935	2729	2040	1034	3010
GO:0006754	ATP biosynthetic process	biological process	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006760	folic acid-containing compound metabolic process	biological process	463	541	932	272	270	405	414	583	385	267	322	435	750	502	197	814	264	619	621	912	555	478	219	554
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	biological process	1538	2378	4398	1270	1331	1761	1752	2539	1862	1255	1578	1986	3632	1640	912	4013	1136	4248	3847	4141	2499	2000	967	2695
GO:0006779	porphyrin-containing compound biosynthetic process	biological process	1807	3574	5672	1788	1843	2321	2333	3770	2190	1678	2040	2423	4868	2011	1145	5362	1716	5590	5175	5427	3705	2586	1229	4040
GO:0006783	heme biosynthetic process	biological process	969	1686	2687	854	859	1006	1184	1758	1038	823	896	1143	2188	1030	556	2511	779	2536	2333	2426	1669	1253	613	1838
GO:0006784	heme a biosynthetic process	biological process	412	632	271	318	272	610	420	660	426	246	521	472	1133	436	281	272	277	596	532	1265	673	489	330	733
GO:0006788	heme oxidation	biological process	38	70	30	32	18	62	45	82	42	18	55	49	94	43	42	26	29	10	12	112	23	54	35	22
GO:0006796	phosphate-containing compound metabolic process	biological process	2812	1866	1625	1020	1033	1254	1861	1989	1472	926	1125	1528	1988	2976	1074	1529	891	1356	1272	2179	1382	2014	1212	1481
GO:0006801	superoxide metabolic process	biological process	2492	2467	3073	1193	1042	1566	1768	2604	1533	959	1417	1708	3009	2573	1013	2791	1068	2592	2369	3271	1959	1948	1174	2219
GO:0006807	nitrogen compound metabolic process	biological process	8183	12318	16334	6148	5966	8969	9197	13021	8688	5454	8149	9613	16758	8870	4702	14912	5783	16400	14849	18956	12705	10055	5024	13932
GO:0006808	regulation of nitrogen utilization	biological process	682	940	1740	497	531	636	679	952	645	506	636	714	1554	728	358	1638	527	1622	1545	1732	1058	757	428	1143
GO:0006809	nitric oxide biosynthetic process	biological process	7	11	6	1	2	8	3	8	3	2	8	2	26	3	3	5	1	2	1	32	6	2	3	8
GO:0006810	transport	biological process	62292	76031	111734	43831	42436	62159	59177	82387	53090	38454	54818	59485	113547	67960	35223	100618	40136	116812	104513	132088	79551	65878	39188	88731
GO:0006811	ion transport	biological process	113	181	67	91	83	86	157	213	104	85	59	143	269	123	90	65	106	77	86	285	169	179	103	197
