IPR	description	ERR1809119	ERR1809120	ERR1809121	ERR1809122	ERR1809123	ERR1809124	ERR1809125	ERR1809127	ERR1809128	ERR1809129	ERR1809130	ERR1809131	ERR1809132	ERR1809133	ERR1809134	ERR1809135	ERR1809136	ERR1809137	ERR1809138	ERR1809139	ERR1809140	ERR1809141	ERR1809142	ERR1809143	ERR1809144	ERR1809145	ERR1809146	ERR1809147	ERR1809148	ERR1809149	ERR1809150	ERR1809151	ERR1809152	ERR1809153	ERR1809154	ERR1809155	ERR1809156
IPR004569	Pyridoxal phosphate (active vitamin B6) biosynthesis PdxJ	381	333	411	335	375	78	110	0	309	245	297	321	236	522	538	518	557	323	99	92	67	80	81	84	107	69	66	12	87	117	34	217	157	122	18	30	104
IPR004588	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial-type	602	574	623	623	621	122	232	0	620	584	644	636	512	702	645	766	728	463	301	309	244	304	267	324	301	317	342	44	279	193	90	317	241	271	83	106	152
IPR004590	DNA single-strand annealing protein RecT	3	6	5	3	8	0	3	0	0	1	0	0	0	1	0	0	2	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
IPR004593	Nuclease SbcCD subunit D	0	0	0	2	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004596	Cell division suppressor protein, SulA	8	12	13	10	13	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004598	Transcription factor TFIIH subunit p52/Tfb2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004601	UV-endonuclease UvdE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
IPR004603	DNA mismatch endonuclease vsr	102	109	107	95	92	23	4	0	149	152	170	162	123	82	57	66	71	53	24	35	13	9	17	14	21	21	39	3	35	7	7	9	3	13	1	12	24
IPR004606	Molybdenum-pterin binding	2	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
IPR004612	Holliday junction resolvase RecU	15	12	22	14	11	9	4	0	62	34	52	56	37	8	4	6	9	4	5	2	0	16	8	13	13	5	1	0	7	3	0	0	1	0	3	0	0
IPR004615	DNA polymerase III, psi subunit	6	8	10	11	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR004616	Leucyl/phenylalanyl-tRNA-protein transferase	79	84	93	90	73	28	5	0	115	108	152	153	90	71	54	85	74	46	38	42	28	34	22	33	26	13	13	0	12	3	9	48	37	5	7	7	13
IPR004618	Aspartate--ammonia ligase	504	484	484	477	512	96	95	0	494	454	465	460	343	412	390	385	408	269	147	190	125	165	141	173	178	122	117	21	157	62	46	44	26	67	43	47	58
IPR004619	Type III pantothenate kinase	167	191	208	167	178	42	68	0	217	194	260	225	184	147	165	212	175	115	78	62	52	104	106	105	106	71	71	11	117	48	15	113	58	65	28	41	28
IPR004623	Potassium-transporting ATPase A chain	736	797	728	677	716	148	83	0	629	615	682	579	481	781	755	837	800	486	83	71	61	131	113	120	138	17	12	2	66	116	21	153	128	42	29	26	63
IPR004624	PhnA protein	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004628	Mannonate dehydratase	839	843	897	897	858	189	254	0	819	806	811	862	678	1145	1040	1160	1141	763	192	186	140	199	207	188	237	135	141	25	154	134	67	27	27	110	54	71	145
IPR004629	Glycosyl transferase WecB/TagA/CpsF	174	138	170	176	168	27	23	0	153	111	162	145	133	100	90	82	75	52	51	74	39	38	58	57	55	63	66	8	37	18	4	54	37	18	15	24	15
IPR004640	Co-chaperone Hsc20	7	1	5	4	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0
IPR004645	DNA-binding protein Tfx, archaea	24	25	14	22	22	10	4	0	31	21	29	20	14	12	11	15	19	13	11	10	6	6	10	13	8	8	6	1	9	2	0	1	1	6	4	4	1
IPR004646	Fe-S hydro-lyase, tartrate dehydratase alpha-type, catalytic domain	379	368	399	387	419	92	126	0	412	344	434	396	316	407	404	442	369	227	149	142	90	148	124	151	159	96	139	15	160	99	35	195	155	143	37	58	71
IPR004647	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain	506	414	497	519	484	118	132	0	421	393	436	447	407	512	498	549	546	347	116	128	110	128	139	123	134	83	125	14	122	72	28	175	157	135	40	44	84
IPR004658	Outer membrane lipoprotein Slp	19	24	13	19	23	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
IPR004668	Anaerobic c4-dicarboxylate membrane transporter	496	536	538	523	526	109	101	0	455	438	474	482	426	583	527	593	535	369	78	71	50	138	139	137	149	233	247	44	26	59	49	36	25	68	24	19	74
IPR004670	Na+/H+ antiporter NhaA	444	367	411	409	426	107	134	0	287	324	322	309	269	650	622	645	678	473	87	97	77	181	165	157	171	78	91	9	54	140	47	198	164	170	17	33	66
IPR004671	Na+/H+ antiporter NhaB	42	44	39	35	57	5	0	0	5	5	5	6	0	1	0	0	1	0	2	0	0	7	8	3	5	6	5	1	0	0	0	0	0	1	1	0	0
IPR004673	L-rhamnose-proton symport, RhaT	117	141	147	130	116	34	33	0	95	71	94	89	54	150	112	152	134	93	26	29	14	13	14	9	13	0	2	0	15	24	14	17	11	11	4	6	13
IPR004675	Alkylhydroperoxidase AhpD core	1	6	4	4	10	1	0	0	1	2	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR004676	Cadmium resistance transporter	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004679	2-hydroxycarboxylate transporter	23	26	20	28	35	6	12	0	6	11	8	8	7	0	4	2	1	0	3	5	4	8	6	4	3	5	3	1	8	0	2	5	10	9	3	26	7
IPR004680	Citrate transporter-like domain	40	47	47	46	54	14	24	0	48	37	54	57	34	26	32	57	30	21	29	26	26	84	72	65	67	160	172	25	14	3	3	19	14	4	2	4	4
IPR004684	2-keto-3-deoxygluconate permease	39	39	67	48	56	9	2	0	21	25	24	34	24	8	6	3	4	2	7	5	7	11	13	5	10	8	10	0	6	7	0	4	11	3	6	2	3
IPR004685	Branched-chain amino acid transport system II carrier protein	220	230	216	216	242	45	79	0	295	314	296	294	252	100	96	113	97	74	119	151	92	274	288	308	251	503	502	89	153	20	12	52	30	28	51	73	19
IPR004690	Malonate transporter MadL subunit	2	8	6	7	6	1	0	0	5	2	4	2	2	11	21	20	18	14	0	0	0	27	18	9	21	74	65	10	0	2	0	0	1	0	0	0	0
IPR004692	Preprotein translocase SecG subunit	95	92	105	92	96	16	16	0	79	81	84	100	70	63	54	80	63	44	23	29	18	27	31	33	32	55	62	8	26	16	0	53	47	20	4	5	5
IPR004695	Voltage-dependent anion channel	4	0	1	0	3	0	1	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
IPR004697	p-aminobenzoyl-glutamate transport protein AbgT	189	184	192	198	181	41	19	0	132	115	132	133	114	148	172	146	165	116	12	16	11	16	29	28	25	37	28	4	14	11	5	18	13	13	3	12	16
IPR004699	Phosphotransferase system, enzyme II sorbitol-specific factor	18	20	25	24	14	5	0	0	19	28	22	17	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
IPR004700	Phosphotransferase system, sorbose-specific IIC subunit	66	56	56	64	76	22	5	0	77	58	93	71	85	7	5	7	12	10	7	5	6	30	27	25	29	13	5	4	17	5	1	23	8	6	7	9	2
IPR004701	Phosphotransferase system, mannose-type IIA component	90	100	95	90	137	28	6	0	64	55	82	58	44	11	13	4	7	1	16	6	5	18	15	12	17	7	8	2	18	4	2	3	2	4	4	6	2
IPR004703	Phosphotransferase system, sugar-specific permease component	145	113	121	132	105	37	3	0	66	67	66	85	56	50	38	43	54	37	10	15	10	22	23	9	14	5	4	1	9	29	6	7	3	29	9	4	17
IPR004704	Phosphotransferase system, mannose/fructose/sorbose family IID component	113	90	107	109	100	24	3	0	126	103	145	141	117	12	14	11	14	14	13	6	8	38	36	32	24	15	13	2	21	8	1	11	10	2	6	2	7
IPR004711	Benzoate transporter	25	34	23	26	22	6	0	0	0	1	1	2	0	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
IPR004716	Phosphotransferase system, glucitol/sorbitol-specific IIA component	6	9	10	9	6	1	1	0	9	10	7	9	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0
IPR004720	Phosphotransferase system, sorbose subfamily IIB component	94	83	91	89	118	28	3	0	104	99	91	89	65	1	8	7	4	6	9	5	9	18	21	10	17	9	5	1	10	3	2	4	3	3	1	3	0
IPR004753	Cell shape determining protein MreB/Mrl	928	961	970	916	1014	232	251	0	864	837	925	832	716	997	959	1023	961	644	352	324	223	370	328	357	358	298	333	51	392	165	45	330	253	193	109	147	116
IPR004761	Spore germination GerAB	1	1	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	1	0	0	1	0	0	0	0
IPR004776	Membrane transport protein	8	8	10	14	5	3	5	0	3	3	4	2	4	3	0	1	0	0	3	5	4	4	3	1	5	4	0	1	5	2	0	6	6	9	1	0	0
IPR004788	Ribose 5-phosphate isomerase, type A	50	41	48	51	49	25	7	0	88	84	79	80	76	23	34	43	27	23	3	5	1	10	13	15	7	4	1	0	3	1	5	1	2	11	2	1	1
IPR004789	Acetolactate synthase, small subunit	6	5	8	1	4	0	3	0	9	4	2	7	9	2	1	4	1	1	3	1	3	2	0	2	1	1	0	0	5	1	0	1	2	2	1	0	0
IPR004810	Formyltetrahydrofolate deformylase	14	13	18	14	24	6	3	0	13	11	9	10	11	23	17	20	25	13	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	1
IPR004813	Oligopeptide transporter, OPT superfamily	112	100	108	98	118	26	57	0	102	83	112	94	87	110	96	135	128	92	61	62	43	62	52	67	52	47	49	12	55	56	30	60	58	75	10	19	61
IPR004821	Cytidyltransferase-like domain	204	214	242	256	189	41	45	0	232	210	259	237	172	267	215	238	252	154	77	87	57	86	96	72	100	68	69	12	61	42	18	105	74	36	22	23	22
IPR004826	Basic leucine zipper domain, Maf-type	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004827	Basic-leucine zipper domain	3	2	1	4	2	1	0	0	3	2	3	4	2	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR004830	Leucine rich repeat variant	1	0	1	0	0	0	30	0	8	7	13	9	7	16	11	21	11	8	4	0	0	0	1	0	1	0	0	0	0	20	4	0	0	0	2	2	0
IPR004834	Fungal chitin synthase	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004837	Sodium/calcium exchanger membrane region	195	174	189	188	181	41	107	0	206	194	176	182	157	224	206	269	248	165	47	43	25	60	43	54	63	42	59	8	100	34	17	101	68	61	17	17	30
IPR004838	Aminotransferases, class-I, pyridoxal-phosphate-binding site	225	209	209	197	211	54	46	0	243	215	252	236	191	212	184	195	197	114	80	80	61	101	82	80	121	69	61	5	66	39	17	90	66	60	21	29	35
IPR004839	Aminotransferase, class I/classII	1218	1157	1224	1233	1210	288	394	0	1388	1318	1462	1424	1204	1152	1090	1216	1148	745	535	530	363	631	558	581	642	528	563	64	405	281	153	500	389	428	187	182	279
IPR004840	Amino acid permease, conserved site	5	4	4	2	3	3	0	0	2	4	5	10	6	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	2	0	0	3	0	0	0
IPR004841	Amino acid permease/ SLC12A domain	304	253	228	268	283	70	40	0	497	518	593	515	446	37	37	47	45	37	33	34	15	66	67	76	65	21	20	6	15	49	36	24	21	80	26	9	40
IPR004843	Calcineurin-like phosphoesterase domain, apaH type	65	66	88	68	81	15	30	0	58	67	92	77	65	76	52	97	69	49	51	48	27	44	44	43	42	49	64	11	25	23	27	23	20	22	10	6	20
IPR004845	Type II secretion system GspD, conserved site	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
IPR004846	Type II/III secretion system	80	90	80	84	102	17	9	0	31	25	33	22	25	15	8	13	11	13	14	17	14	15	13	21	13	50	51	11	10	5	0	16	18	0	4	4	7
IPR004852	Di-haem cytochrome c peroxidase	34	36	37	45	35	5	4	0	77	61	65	73	57	24	28	22	18	16	19	29	26	10	17	13	11	1	0	0	0	5	5	32	30	4	5	1	3
IPR004859	Putative 5-3 exonuclease	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004860	Homing endonuclease, LAGLIDADG	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
IPR004861	Protein-tyrosine phosphatase, SIW14-like	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR004865	Homogeneously-staining region	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004866	Chitobiase/beta-hexosaminidases, N-terminal domain	2	1	4	0	3	0	0	0	0	0	4	4	2	4	1	3	2	7	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IPR004868	DNA-directed DNA polymerase, family B, mitochondria/virus	1	3	7	3	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	4	3	1	0	0	0	0	1	5	2	1	5	0	8	0
IPR004869	Membrane transport protein, MMPL domain	27	19	32	31	22	12	17	0	38	36	35	35	34	19	22	18	15	12	12	22	17	22	24	27	31	10	13	3	31	15	5	9	5	22	7	5	8
IPR004871	Cleavage/polyadenylation specificity factor, A subunit, C-terminal	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004872	Lipoprotein NlpA family	313	288	307	291	282	77	59	0	261	341	350	345	283	132	141	175	161	103	96	113	84	222	225	213	235	424	417	64	130	29	6	38	24	41	37	45	6
IPR004875	DDE superfamily endonuclease domain	0	0	0	0	0	0	0	0	2	1	6	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004879	Domain of unknown function DUF255	25	32	19	22	30	5	2	0	5	10	9	2	1	10	8	8	13	9	8	8	3	2	1	4	1	1	2	1	2	1	0	2	2	1	0	1	0
IPR004886	Glucanosyltransferase	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004889	H2-forming N5,N10-methylenetetrahydromethanopterin dehydrogenase, C-terminal	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004896	PucC-related	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004899	Pertactin, central region	11	5	5	16	8	1	0	0	1	5	1	3	4	2	2	1	2	2	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004907	ATPase, V1 complex, subunit C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR004914	Antirestriction protein	6	3	10	7	3	5	0	0	2	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
IPR004919	Domain of unknown function DUF262	67	93	87	103	97	16	5	0	194	170	163	168	142	45	36	53	44	40	5	6	2	13	14	4	15	5	3	1	7	0	3	0	0	7	0	2	4
IPR004921	Terminase, large subunit	1	1	0	0	0	0	2	0	0	1	0	1	0	2	1	2	0	0	0	0	0	2	1	1	0	3	3	0	9	1	0	1	0	0	0	1	0
IPR004923	Iron permease FTR1/Fip1/EfeU	9	19	18	11	23	4	1	0	52	47	46	59	46	1	2	7	3	2	1	0	0	1	3	2	3	22	16	3	0	0	2	1	0	11	2	0	0
IPR004929	Bacteriophage Rz lysis protein	13	7	10	4	7	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0
IPR004937	Urea transporter	60	63	58	69	60	15	27	1	87	87	75	66	49	117	104	112	117	62	4	7	4	19	11	8	8	1	2	0	3	2	3	0	1	35	1	1	5
IPR004938	Xyloglucan fucosyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
IPR004948	Nucleoside-triphosphatase, THEP1 type	4	3	4	2	5	1	1	0	4	2	7	1	2	0	0	5	4	0	3	1	3	3	4	1	5	3	4	0	2	0	0	0	0	0	1	2	0
IPR004953	EB1, C-terminal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004954	Putative mucin or carbohydrate-binding domain	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR004960	Bacterial lipid A biosynthesis acyltransferase	99	130	111	104	93	27	6	0	36	44	44	39	35	58	38	51	36	38	8	8	8	21	15	19	15	10	8	1	12	9	1	15	11	26	7	5	3
IPR004968	DNA primase/nucleoside triphosphatase, C-terminal	5	8	6	5	6	3	1	0	7	5	8	10	4	3	2	5	3	6	6	2	1	5	1	0	1	0	2	0	5	1	0	0	0	0	1	2	1
IPR004992	Ethanolamine utilization protein EutN/carboxysome structural protein Ccml	21	27	34	11	20	8	3	0	15	13	16	12	7	3	4	6	4	3	1	2	2	5	2	4	4	2	2	0	3	7	0	3	2	1	1	2	0
IPR004993	GH3 family	302	305	270	293	315	62	67	0	251	221	287	253	222	327	278	343	321	186	111	110	74	98	108	129	115	22	35	2	50	75	43	106	92	135	19	14	49
IPR004995	Bacillus/Clostridium Ger spore germination protein	178	180	230	191	202	42	80	0	184	175	181	200	163	83	85	109	95	57	133	149	107	166	147	153	161	127	118	15	148	29	3	49	39	33	61	44	18
IPR005000	HpcH/HpaI aldolase/citrate lyase domain	100	93	89	81	95	19	41	0	33	36	43	31	30	61	56	58	68	28	24	28	16	22	17	19	19	70	85	16	21	6	2	18	10	4	6	22	3
IPR005001	RNA-binding protein Hfq	3	3	6	8	4	1	0	0	4	4	8	3	3	0	0	2	3	2	1	2	3	5	2	6	4	5	9	5	3	2	0	2	0	1	1	0	0
IPR005002	Eukaryotic phosphomannomutase	2	2	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR005003	Bacteriophage lambda, Stf, side tail fibre-repeat-1	2	1	3	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR005016	Serine incorporator/TMS membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR005017	Outer membrane protein transport protein (OMPP1/FadL/TodX)	36	34	36	31	36	19	6	0	3	6	4	5	7	14	10	8	5	2	4	2	2	7	5	2	3	2	0	1	4	5	0	8	5	15	0	0	0
IPR005019	Methyladenine glycosylase	225	215	285	242	272	77	23	0	283	290	267	272	208	320	337	349	329	203	29	23	13	36	27	39	33	36	50	5	25	47	9	12	13	34	8	17	22
IPR005021	Phage terminase	4	4	12	7	7	0	7	0	24	15	23	22	11	1	4	5	0	0	12	12	7	9	9	6	11	1	6	0	7	10	0	56	38	5	11	2	0
IPR005024	Snf7 family	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR005025	NADPH-dependent FMN reductase-like	181	170	165	174	154	39	74	0	133	151	158	143	135	138	116	159	119	81	70	58	39	80	66	82	83	33	38	7	56	68	11	46	37	34	18	21	30
IPR005026	SAPAP family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR005031	Coenzyme Q-binding protein COQ10, START domain	1	6	2	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR005039	Antirepressor protein, C-terminal	98	60	84	81	72	22	21	0	83	76	105	95	75	33	43	31	41	20	47	50	35	28	26	42	31	33	28	6	24	4	12	3	3	10	8	9	19
IPR005046	Protein of unknown function DUF285	23	30	24	32	24	10	0	0	234	178	230	239	192	13	12	12	11	2	7	4	1	3	5	14	15	4	3	1	3	2	6	3	4	10	0	1	1
IPR005053	MobA/MobL protein	570	582	543	611	535	160	213	0	595	616	680	622	519	408	391	467	379	275	453	501	325	397	352	399	340	190	189	27	492	52	6	130	93	77	154	109	18
IPR005055	Insect odorant-binding protein A10/Ejaculatory bulb-specific protein 3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR005062	SAC3/GANP/THP3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR005063	Transposase, IS1	15	20	15	7	21	0	0	0	3	5	1	3	2	1	0	0	1	1	5	4	6	16	14	21	16	0	0	0	0	0	0	3	1	0	2	0	0
IPR005064	Bordetella uptake gene	51	47	56	56	55	11	23	0	41	47	47	42	39	24	22	38	24	11	30	21	11	12	13	22	16	192	186	29	15	3	3	25	19	3	11	5	9
IPR005065	Platelet-activating factor acetylhydrolase	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR005066	Moybdenum cofactor oxidoreductase, dimerisation	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR005068	Bacteriophage lambda, Stf, side tail fibre-repeat-2	33	20	30	10	32	6	0	0	25	16	22	22	16	0	0	0	0	0	6	11	2	0	0	0	0	1	0	0	3	2	0	1	0	0	1	0	0
IPR005073	Peptidase M74, penicillin-insensitive murein endopeptidase	13	6	10	10	9	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR005074	Peptidase C39, bacteriocin processing	78	71	100	86	83	26	13	0	71	46	53	57	54	77	71	91	77	43	25	36	30	26	21	21	25	14	19	2	36	21	18	36	50	39	6	11	5
IPR005076	Glycosyl transferase, family 6	5	9	6	2	2	1	0	0	1	6	0	2	0	19	9	11	20	8	0	2	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0
IPR005077	Peptidase C11, clostripain	120	120	123	101	90	27	22	0	77	58	74	71	63	85	81	97	88	54	26	31	15	12	18	16	19	9	8	1	27	7	2	19	14	17	7	6	2
IPR005078	Peptidase C54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR005079	Peptidase C45	5	3	3	4	5	2	2	0	0	3	3	3	4	9	7	6	8	0	3	0	1	0	2	5	3	1	4	0	0	3	2	6	10	2	2	1	2
IPR005080	Peptidase A25, germination protease	52	47	55	28	53	8	42	0	57	55	71	61	48	19	14	27	26	16	50	43	39	40	55	56	63	30	42	4	49	6	3	35	19	15	25	25	4
IPR005081	Sigma-E processing peptidase SpoIIGA	12	18	20	12	11	4	7	0	17	24	17	18	14	8	5	6	5	3	22	13	16	20	23	18	9	12	13	5	18	3	0	3	7	7	8	8	8
IPR005084	Carbohydrate binding module family 6	82	91	88	92	102	19	1	0	96	78	85	89	57	37	38	42	26	25	20	20	15	17	7	19	10	3	13	1	4	3	6	0	2	0	0	0	12
IPR005085	Carbohydrate binding module family 25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR005087	Carbohydrate binding module family 11	0	0	1	1	0	0	3	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
IPR005094	Endonuclease relaxase, MobA/VirD2	1801	1788	1929	1822	1895	424	488	1	1322	1229	1404	1298	1107	1425	1314	1469	1482	929	447	432	309	587	575	580	607	166	183	25	247	276	208	303	212	126	167	97	798
IPR005097	Saccharopine dehydrogenase, NADP binding domain	88	72	74	78	95	27	24	0	79	61	85	99	56	104	85	99	106	55	28	25	26	26	23	26	17	10	15	0	34	25	8	40	32	49	4	3	17
IPR005101	Cryptochrome/DNA photolyase, FAD-binding domain	17	13	21	20	13	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR005102	Carbohydrate binding  X2 domain	1	7	2	4	3	0	0	0	3	3	2	0	1	2	5	1	5	0	2	4	0	2	1	1	2	2	3	0	0	1	0	1	0	2	0	0	0
IPR005104	Winged helix-turn-helix transcription repressor, HrcA DNA-binding domain	1	0	0	3	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
IPR005106	Aspartate/homoserine dehydrogenase, NAD-binding	44	39	58	56	52	14	14	0	64	47	41	47	39	32	32	39	40	23	21	18	19	30	20	30	29	19	15	0	26	6	3	9	12	19	7	6	4
IPR005107	CO dehydrogenase flavoprotein, C-terminal	15	23	14	18	21	2	7	0	9	22	19	19	15	2	5	4	7	2	20	27	14	12	11	19	13	17	23	0	13	3	0	5	3	4	8	5	4
IPR005110	MoeA, N-terminal and linker domain	17	19	32	19	16	9	20	0	18	17	21	18	7	10	7	7	7	3	10	13	12	2	0	7	6	7	10	0	7	1	1	6	9	2	8	1	3
IPR005111	MoeA, C-terminal, domain IV	13	12	12	7	17	5	14	0	15	15	20	14	16	8	6	10	11	5	6	11	5	3	0	2	2	7	8	1	7	0	0	3	3	0	2	2	1
IPR005114	Helicase-associated	21	28	35	30	30	9	33	0	19	19	30	13	20	35	31	25	37	24	7	7	2	4	2	5	4	3	4	0	24	5	1	18	10	1	4	1	6
