IPR	description	ERR4702550	ERR4702560	ERR4702551	ERR4702561	ERR4702552	ERR4702562	ERR4702553	ERR4702563	ERR4702554	ERR4702564	ERR4702555	ERR4702556	ERR4702557	ERR4702558	ERR4702559	ERZ1758440	ERZ1758441	ERZ1758442	ERZ1758444	ERZ1758445	ERZ1758437	ERZ1758447	ERZ1758438	ERZ1758448	ERZ1758439	ERZ1758449
IPR002478	PUA domain	54	124	49	0	0	0	0	71	55	129	67	0	41	61	112	36	7	7	21	26	1	24	29	21	19	31
IPR002480	DAHP synthetase, class II	83	176	67	0	2	0	0	54	52	145	76	1	296	372	145	44	9	5	19	15	1	14	35	11	15	28
IPR002481	Ferric-uptake regulator	145	285	126	1	8	2	8	103	143	239	169	5	182	242	331	102	32	24	83	76	4	79	74	66	48	109
IPR002483	PWI domain	0	2	0	0	0	0	0	1	0	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0
IPR002486	Nematode cuticle collagen, N-terminal	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
IPR002487	Transcription factor, K-box	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002489	Glutamate synthase, alpha subunit, C-terminal	124	233	120	3	4	1	3	158	137	383	145	2	114	200	235	39	12	13	36	36	2	36	30	32	13	38
IPR002490	V-type  ATPase, V0 complex, 116kDa subunit family	4	3	1	2	0	0	2	3	14	7	24	0	9	10	4	0	1	0	3	4	0	6	0	9	4	3
IPR002491	ABC transporter periplasmic binding domain	41	89	47	2	0	0	0	154	58	299	49	0	61	108	106	46	23	12	44	32	10	40	38	38	38	45
IPR002492	Transposase, Tc1-like	6	1	2	0	1	0	0	1	2	4	9	0	10	12	7	0	10	0	1	2	0	1	1	2	8	4
IPR002494	Keratin-associated protein	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002495	Glycosyl transferase, family 8	13	10	11	1	0	0	0	1	17	2	8	0	3	4	11	8	2	0	8	8	1	9	8	10	2	2
IPR002496	Phosphoribosyl-AMP cyclohydrolase domain	87	160	90	1	1	1	1	78	90	221	89	1	63	136	177	42	13	7	36	35	3	38	37	39	14	48
IPR002498	Phosphatidylinositol-4-phosphate 5-kinase, core	3	8	1	0	0	0	0	0	3	4	3	0	10	8	7	1	1	0	0	0	0	0	0	0	0	0
IPR002500	Phosphoadenosine phosphosulphate reductase	244	658	212	4	9	1	4	281	296	598	288	9	223	396	648	99	18	15	82	88	6	93	89	74	28	81
IPR002501	Pseudouridine synthase II, N-terminal	165	322	148	0	1	1	2	161	244	332	219	4	125	157	258	61	12	10	77	80	2	70	50	70	14	55
IPR002502	N-acetylmuramoyl-L-alanine amidase domain	154	268	149	0	4	2	1	126	190	245	189	4	105	158	232	78	16	16	68	80	2	85	78	62	22	50
IPR002504	NAD kinase	137	294	109	1	3	0	1	187	153	374	155	8	116	207	331	58	12	10	49	46	3	61	41	41	20	51
IPR002505	Phosphate acetyl/butaryl transferase	201	354	185	6	2	6	1	319	224	709	270	6	246	416	299	78	12	10	46	48	5	52	52	47	18	74
IPR002508	N-acetylmuramoyl-L-alanine amidase, catalytic domain	201	347	156	5	2	2	5	171	208	385	249	2	248	313	331	67	17	16	54	79	8	66	64	66	24	74
IPR002509	NodB homology domain	406	552	380	6	3	3	11	188	479	446	488	5	172	211	566	189	27	32	208	207	6	246	154	193	45	167
IPR002510	Metalloprotease TldD/PmbA	230	897	242	4	12	4	7	409	284	762	277	7	297	525	869	114	23	25	81	88	3	77	103	73	41	93
IPR002512	Rotavirus A/C, non-structural protein 5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002513	Tn3 transposase DDE domain	109	1390	74	3	0	4	4	213	59	368	80	1	743	1559	2011	88	16	30	20	14	6	14	58	8	28	66
IPR002514	Transposase IS3/IS911family	217	981	191	4	3	1	2	407	264	737	218	4	236	558	1138	227	60	47	171	156	6	195	208	188	80	182
IPR002515	Zinc finger, C2H2C-type	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR002516	Glycosyl transferase, family 11	29	6	31	0	2	0	0	2	47	17	36	0	29	20	3	6	2	1	13	17	0	23	6	17	1	9
IPR002523	Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB	218	386	205	2	1	0	2	196	290	388	265	0	165	308	324	112	23	23	105	114	6	106	90	114	38	97
IPR002524	Cation efflux protein	229	539	227	1	3	2	5	150	267	303	277	4	295	412	551	170	43	48	96	96	5	93	144	99	49	146
IPR002525	Transposase, IS111A/IS1328/IS1533, N-terminal	169	606	165	6	2	0	3	40	212	97	174	1	13	31	585	116	21	30	172	169	6	183	94	190	21	128
IPR002528	Multi antimicrobial extrusion protein	154	240	147	8	3	0	1	47	148	153	184	0	202	315	195	74	26	13	65	53	8	66	60	41	39	76
IPR002539	MaoC-like dehydratase domain	157	217	123	3	2	2	2	137	132	282	153	1	199	367	212	111	35	22	111	74	2	102	93	56	51	92
IPR002540	Peptidase S30, polyprotein P1, potyvirus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002541	Cytochrome c assembly protein	182	620	161	3	2	1	8	268	203	472	223	4	185	277	570	122	22	21	86	83	5	91	101	72	35	99
IPR002543	FtsK domain	410	491	347	3	4	2	3	289	491	536	482	3	162	251	426	87	11	20	123	147	3	143	64	151	14	105
IPR002544	FMRFamide-related peptide-like	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR002545	CheW-like domain	179	951	146	6	9	5	6	104	212	324	220	11	205	289	954	220	37	36	97	99	2	92	179	102	80	113
IPR002547	tRNA-binding domain	235	328	244	2	3	3	4	196	298	415	287	1	110	172	348	86	16	17	122	123	6	119	77	128	26	99
IPR002549	Transmembrane protein TqsA-like	511	522	422	6	5	1	3	235	628	502	540	1	188	313	532	134	20	28	226	230	9	257	135	237	36	175
IPR002550	CNNM, transmembrane domain	177	307	134	1	3	3	2	175	172	338	195	2	140	260	322	69	21	19	67	59	4	71	53	56	33	87
IPR002553	Clathrin/coatomer adaptor, adaptin-like, N-terminal	5	7	2	0	0	0	4	0	1	3	2	2	7	12	3	0	2	0	0	0	0	0	0	0	1	1
IPR002554	Protein phosphatase 2A, regulatory B subunit, B56	0	1	0	0	0	0	0	0	2	1	1	0	7	3	1	0	1	0	0	0	0	0	0	0	0	0
IPR002557	Chitin binding domain	0	0	0	0	0	0	0	1	0	2	0	0	16	25	0	0	7	0	0	0	0	0	0	0	7	0
IPR002558	I/LWEQ domain	0	1	0	1	0	0	0	0	2	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
IPR002559	Transposase, IS4-like	490	2524	427	15	5	7	5	168	630	377	580	6	376	743	2677	242	78	65	458	372	9	448	209	438	87	380
IPR002560	Transposase IS204/IS1001/IS1096/IS1165, DDE domain	281	539	194	1	4	1	3	81	304	213	326	1	75	83	586	67	9	11	110	102	3	95	45	86	14	74
IPR002562	3'-5' exonuclease domain	236	491	242	4	0	0	7	208	271	416	264	3	337	467	459	153	29	29	114	102	3	157	128	121	37	107
IPR002563	Flavin reductase like domain	102	114	103	3	3	0	0	195	135	364	120	0	122	209	130	71	16	16	44	28	4	46	49	38	23	67
IPR002566	Surface antigen msp4	0	17	2	2	0	0	0	2	0	3	0	0	18	6	16	1	1	0	0	0	0	0	1	0	1	0
IPR002568	Carlavirus nucleic acid-binding protein	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR002569	Peptide methionine sulphoxide reductase MsrA	295	893	290	10	6	4	14	391	384	661	381	7	277	416	755	155	25	25	136	153	5	149	128	144	34	119
IPR002571	Heat-inducible transcription repressor HrcA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	4	6	10	6	0	12	20	7	10	17
IPR002572	Domain of unknown function DUF22	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002574	Coronavirus M matrix/glycoprotein	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR002575	Aminoglycoside phosphotransferase	251	633	238	5	3	2	6	480	268	903	275	5	291	541	720	197	41	49	148	172	7	138	173	118	61	158
IPR002577	Helix-turn-helix, HxlR type	60	163	57	1	2	1	10	22	58	60	60	1	79	106	138	71	18	4	36	28	6	34	56	37	23	56
IPR002579	Peptide methionine sulphoxide reductase MrsB	254	578	220	15	10	3	4	174	235	340	281	3	167	231	584	139	21	20	112	132	3	131	108	100	23	103
IPR002582	Holo-[acyl carrier protein] synthase	10	32	9	1	0	0	0	17	11	35	11	0	7	13	39	36	7	9	26	27	1	21	21	30	8	36
IPR002583	Ribosomal protein S20	142	185	118	5	6	3	2	129	202	274	176	2	68	111	180	60	12	12	97	92	2	89	52	94	16	77
IPR002585	Cytochrome ubiquinol oxidase subunit 1	85	426	80	4	0	1	0	31	101	115	87	2	161	231	374	71	18	8	24	20	5	20	53	28	19	47
IPR002586	CobQ/CobB/MinD/ParA nucleotide binding domain	174	520	154	1	1	1	3	176	188	318	192	3	148	274	498	143	40	19	64	77	3	68	122	64	56	91
IPR002587	Myo-inositol-1-phosphate synthase	41	18	40	1	2	2	5	22	52	20	47	2	1	11	12	5	4	3	12	21	1	15	1	14	2	5
IPR002589	Macro domain	63	67	58	0	1	0	2	14	100	34	80	1	38	57	60	27	8	4	29	18	4	27	24	24	5	30
IPR002591	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase	167	160	126	3	3	2	6	44	144	84	162	3	40	68	136	50	16	12	80	45	2	86	41	41	26	52
IPR002593	Domain of unknown function DX	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002594	Glycoside hydrolase family 12	0	0	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0	0	2	1	0	1	0	0	0	2
IPR002596	Plasmid partition protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR002601	C6 domain	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002602	Domain of unknown function DB	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002603	ET repeat	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002606	Riboflavin kinase, bacterial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	7	8	16	18	2	12	20	17	12	23
IPR002611	IstB-like ATP-binding protein	443	891	362	5	3	3	4	500	413	812	435	6	151	363	945	116	39	42	153	152	2	152	94	137	46	137
IPR002612	Adenovirus large t-antigen, E1B 55kDa protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0
IPR002615	Photosystem I PsaJ, reaction centre subunit IX	0	0	2	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002616	tRNA-guanine(15) transglycosylase-like	645	654	596	2	2	2	5	408	873	890	795	6	303	484	722	86	11	16	151	180	4	169	74	198	20	128
IPR002618	UDPGP family	26	11	11	1	0	0	0	1	26	11	19	0	6	8	4	6	1	1	3	4	0	3	2	2	0	10
IPR002622	Transposase, Synechocystis PCC 6803	7	17	10	0	0	0	0	3	6	11	12	0	9	18	9	9	5	1	19	14	0	15	11	6	3	11
IPR002625	Smr domain	49	124	38	0	0	0	1	61	64	138	47	0	37	58	118	37	6	7	34	30	2	31	33	29	10	36
IPR002629	Cobalamin-independent methionine synthase MetE, C-terminal/archaeal	142	252	109	8	2	3	5	122	97	226	124	5	18	61	313	46	8	6	94	72	5	103	47	44	15	54
IPR002631	Plasmid replication protein	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR002634	BolA protein	56	230	62	0	1	3	3	130	49	248	80	3	113	162	253	83	16	14	43	45	2	47	66	35	30	60
IPR002635	Chorion protein	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002636	Protein from unkown function DUF29	7	15	13	0	3	1	2	11	6	51	8	2	4	11	16	6	2	3	20	4	0	11	9	0	6	24
IPR002637	Ham1-like protein	202	348	178	5	3	0	2	125	262	365	255	1	121	198	315	58	11	9	72	80	2	70	51	80	15	69
IPR002638	Quinolinate phosphoribosyl transferase, C-terminal	133	328	112	7	1	0	1	43	190	100	158	3	111	157	312	60	8	8	41	52	2	34	47	48	10	60
IPR002639	Urease accessory protein UreF	25	60	16	0	0	0	1	2	16	9	12	0	11	52	68	11	3	0	8	11	1	9	7	6	8	6
IPR002640	Arylesterase	2	3	4	0	0	0	0	1	1	0	2	0	0	1	6	1	0	0	1	0	0	2	1	0	0	0
IPR002641	Patatin-like phospholipase domain	156	359	143	4	2	3	6	145	173	287	201	2	283	327	341	230	59	39	108	108	3	120	177	106	77	156
IPR002642	Lysophospholipase, catalytic domain	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR002643	Polyomavirus agnoprotein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR002644	Photosystem II PsbZ, reaction centre	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR002645	STAS domain	165	254	145	6	2	0	3	183	158	390	163	1	80	127	285	157	27	30	120	100	3	109	130	92	46	107
IPR002646	Poly A polymerase, head domain	323	423	273	2	1	2	3	248	440	504	382	2	100	207	357	84	14	15	125	146	4	140	76	138	23	100
IPR002649	tRNA (guanine-N1-)-methyltransferase, bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	5	7	47	48	1	55	22	38	10	41
IPR002650	Sulphate adenylyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	2	0	5	1	3	2	1
IPR002652	Importin-alpha, importin-beta-binding domain	0	2	0	0	0	0	1	0	0	0	0	0	1	0	2	2	2	0	0	0	0	0	1	0	0	0
IPR002653	Zinc finger, A20-type	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002654	Glycosyl transferase, family 25	9	34	12	0	0	0	0	6	9	15	22	0	3	2	25	12	2	4	11	8	0	9	8	7	3	10
IPR002655	Acyl-CoA oxidase, C-terminal	3	4	0	0	0	0	0	1	0	1	4	0	5	2	2	2	1	1	1	1	0	2	0	1	2	1
IPR002656	Acyltransferase 3	62	99	43	1	0	2	1	11	50	31	46	0	32	51	77	135	22	13	80	65	5	85	96	61	30	96
IPR002657	Bile acid:sodium symporter/arsenical resistance protein  Acr3	98	330	91	0	1	0	0	22	140	74	130	1	8	22	391	48	7	5	37	24	1	24	39	36	14	41
IPR002659	Glycosyl transferase, family 31	0	1	1	0	0	0	0	3	2	3	1	0	23	22	0	0	11	1	0	0	0	0	0	0	7	1
IPR002661	Ribosome recycling factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	11	10	60	65	2	65	34	60	15	50
IPR002662	Birnavirus VP2 protein	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002666	Reduced folate carrier	1	3	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
IPR002668	Concentrative nucleoside transporter N-terminal domain	27	21	25	0	1	0	1	13	19	38	21	0	57	71	16	20	11	7	16	7	3	17	10	7	11	16
IPR002669	Urease accessory protein UreD	20	46	10	3	0	0	1	3	18	11	25	0	14	57	64	12	2	0	6	9	1	5	11	7	7	7
IPR002671	Ribosomal protein L22e	0	3	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
IPR002674	Ribosomal protein L37ae	6	1	10	0	0	0	0	0	9	2	11	0	1	0	0	0	0	0	3	3	0	0	0	2	0	1
IPR002675	Ribosomal protein L38e	3	0	0	0	0	0	0	0	0	2	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR002676	RimM, N-terminal	48	144	43	0	2	0	1	117	47	232	43	4	80	109	125	37	10	7	34	25	2	20	35	25	14	26
IPR002677	Ribosomal protein L32p	95	128	75	3	2	0	6	92	91	169	97	4	53	73	167	46	7	13	54	72	2	60	38	76	14	63
IPR002678	GTP cyclohydrolase 1 type 2/Nif3	43	198	25	0	0	0	0	126	52	227	60	0	22	58	180	17	3	6	16	14	1	10	14	13	4	22
IPR002680	Alternative oxidase	13	29	22	0	0	0	1	336	13	544	17	1	34	93	20	10	3	2	16	22	0	15	12	14	3	12
IPR002683	PsbP, C-terminal	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	4	0	2	1	3	1	1
IPR002684	Biotin synthase/Biotin biosynthesis bifunctional protein BioAB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	10	7	13	18	1	14	23	18	13	27
IPR002685	Glycosyl transferase, family 15	1	3	0	0	0	0	0	0	0	2	3	0	2	3	1	1	1	0	1	1	0	1	0	0	0	0
IPR002686	Transposase IS200-like	458	1107	448	0	2	0	3	152	649	470	610	3	25	76	1125	151	17	43	294	262	1	293	120	327	32	236
IPR002687	Nop domain	31	1	14	0	0	1	0	1	33	5	11	0	3	10	1	0	2	0	0	0	0	0	0	3	2	2
IPR002692	Penicillin/GL-7-ACA/AHL/aculeacin-A acylase	248	577	199	5	3	6	3	123	220	213	243	2	202	291	567	86	15	22	53	34	4	62	67	40	23	52
IPR002694	Zinc finger, CHC2-type	238	297	242	0	2	4	6	119	289	218	302	2	99	136	275	83	12	15	126	128	2	142	71	144	23	96
IPR002695	Bifunctional purine biosynthesis protein PurH-like	309	580	351	0	3	0	4	407	419	797	423	5	277	407	589	72	17	13	71	81	2	73	54	62	19	71
IPR002696	Putative membrane protein insertion efficiency factor	76	106	64	1	1	1	1	53	76	105	74	2	41	88	112	24	8	8	31	22	1	29	23	26	15	31
IPR002698	5-formyltetrahydrofolate cyclo-ligase	102	162	95	0	1	1	4	74	116	205	108	1	63	104	156	41	7	6	36	39	2	33	45	38	13	43
IPR002699	ATPase, V1 complex, subunit D	20	2	21	2	0	0	0	2	45	9	24	0	3	1	3	1	1	1	5	10	0	3	0	18	0	8
IPR002701	Chorismate mutase II, prokaryotic-type	76	178	66	6	4	1	1	171	76	310	88	2	63	135	157	43	10	12	36	32	3	29	44	41	13	48
IPR002702	Translation repressor RegA	8	38	4	0	0	0	0	0	13	1	11	0	0	1	25	5	0	0	1	2	0	1	5	4	0	1
IPR002706	DNA-repair protein Xrcc1, N-terminal	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR002708	Homocysteine biosynthesis enzyme, sulfur-incorporation	39	0	36	0	0	0	0	4	78	8	60	0	1	2	0	0	0	1	4	4	0	5	0	15	2	6
IPR002710	Dilute domain	0	1	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
IPR002711	HNH endonuclease	325	546	339	5	1	1	1	61	371	140	473	0	25	38	514	125	19	14	174	184	3	237	104	200	17	91
IPR002712	Toxin CcdB	12	33	6	0	0	0	0	3	11	10	12	0	0	8	55	19	1	3	9	8	1	5	19	5	3	12
IPR002713	FF domain	0	0	0	0	0	0	0	0	0	1	0	0	5	3	0	0	0	0	0	0	0	0	0	0	1	0
IPR002715	Nascent polypeptide-associated complex NAC domain	6	0	11	0	0	0	0	2	14	3	11	0	1	1	3	0	0	0	1	0	0	3	0	3	0	2
IPR002716	PIN domain	478	759	445	4	3	1	3	462	526	881	553	4	163	308	775	408	125	145	514	401	6	514	339	366	169	517
IPR002717	Histone acetyltransferase domain, MYST-type	1	2	0	0	1	0	0	2	2	1	2	0	4	6	2	0	1	0	0	0	0	0	0	0	0	0
IPR002719	Retinoblastoma-associated protein, B-box	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002720	Retinoblastoma-associated protein, A-box	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002723	N(4)-bis(aminopropyl)spermidine synthase, C-terminal	6	3	2	0	0	1	0	0	1	0	3	0	0	0	5	2	0	0	0	0	0	0	2	0	0	2
IPR002724	Pyruvoyl-dependent arginine decarboxylase	66	60	58	0	1	0	0	5	99	21	72	3	0	0	37	7	0	0	18	19	0	15	4	25	0	4
IPR002725	Protein of unknown function DUF45	168	263	149	1	0	0	1	207	207	409	196	2	74	171	323	56	12	9	76	75	1	79	56	70	21	64
IPR002727	Protein of unknown function DUF47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
IPR002729	CRISPR-associated protein Cas1	99	165	62	0	0	0	1	67	74	135	83	0	97	85	236	25	7	8	28	14	0	22	20	20	10	31
IPR002730	Ribonuclease P/MRP, subunit p29	10	0	4	0	0	0	0	1	6	1	2	0	1	0	1	0	0	0	1	2	0	0	0	2	1	3
IPR002731	ATPase, BadF/BadG/BcrA/BcrD type	99	3	59	1	3	0	0	19	93	36	77	1	9	21	4	4	3	4	27	16	1	23	5	15	4	15
IPR002732	Holliday junction resolvase Hjc	19	2	16	0	0	0	0	1	22	4	20	0	0	0	5	3	0	2	3	8	0	1	3	8	1	4
IPR002733	AMMECR1 domain	117	67	59	0	0	0	0	12	152	44	111	0	25	21	74	7	3	3	17	14	0	12	9	18	5	18
IPR002734	Bacterial bifunctional deaminase-reductase, C-terminal	213	383	199	2	3	0	2	94	237	249	228	3	175	212	363	80	14	16	75	81	5	79	72	71	28	82
IPR002735	Translation initiation factor IF2/IF5	20	3	11	0	0	1	0	0	36	3	19	1	3	3	2	5	3	0	3	1	0	6	3	7	0	3
IPR002736	Triphosphoribosyl-dephospho-CoA protein	15	15	8	1	0	0	0	8	19	12	19	0	49	42	14	7	4	3	5	3	4	1	3	5	6	7
IPR002737	MEMO1 family	150	111	155	0	1	0	0	23	280	60	217	0	17	33	109	20	3	5	27	31	0	37	14	42	3	26
IPR002738	RNase P subunit p30	1	0	0	0	0	0	0	1	5	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2
IPR002739	Uncharacterised protein family UPF0201	5	0	0	0	0	0	0	0	3	2	7	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1
IPR002740	EVE domain	93	246	87	1	0	0	1	129	82	258	118	0	133	182	260	57	13	10	48	50	1	53	48	47	18	41
IPR002742	Desulfoferrodoxin, ferrous iron-binding domain	26	2	18	0	0	0	0	4	46	8	34	0	0	1	0	0	0	0	4	5	0	2	0	13	0	11
IPR002744	MIP18 family-like	84	150	96	2	3	0	5	157	107	306	101	3	129	203	138	48	16	16	52	44	1	50	42	52	27	64
IPR002745	Phosphotransferase KptA/Tpt1	15	9	3	0	0	0	0	5	6	5	5	0	4	6	6	7	2	0	3	1	0	2	5	4	4	3
IPR002747	SAM-dependent chlorinase/fluorinase	59	72	47	0	1	0	0	13	67	27	62	1	9	8	57	12	5	1	18	17	0	17	6	14	4	8
IPR002748	Cobalt-precorrin-5B C(1)-methyltransferase CbiD	16	45	26	0	0	0	1	9	39	13	25	0	0	3	49	7	0	2	7	4	1	3	7	6	2	8
IPR002749	Protein of unknown function DUF63	7	0	11	0	0	0	0	2	17	5	11	0	0	0	0	0	0	0	1	1	0	0	0	2	0	9
IPR002750	CobE/GbiG C-terminal domain	11	22	8	0	0	0	0	1	16	7	13	0	18	40	14	6	2	2	5	5	1	4	7	4	3	10
IPR002751	Metal transport protein CbiM/NikMN	45	8	34	1	0	0	1	14	71	15	66	1	20	40	7	5	3	1	8	6	1	9	3	15	5	18
IPR002753	Uncharacterised protein family UPF0058	0	0	1	0	0	0	0	0	3	2	4	0	0	0	0	0	0	0	2	4	0	1	0	1	0	3
IPR002755	DNA primase, small subunit	6	7	2	0	0	0	0	1	4	2	3	0	1	3	5	4	0	0	3	2	0	1	1	1	0	1
IPR002756	4-[[4-(2-aminoethyl)phenoxy]-methyl]-2-furanmethanamine-glutamate synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	3
IPR002758	Na+/H+ antiporter subunit E	20	24	17	0	0	0	1	3	34	5	34	0	0	0	4	6	0	1	8	11	0	7	5	11	2	4
IPR002759	Ribonuclease P/MRP protein subunit	4	0	7	0	0	0	0	1	13	0	4	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0
IPR002760	Putative O-antigen polymerase	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002761	Diphthamide synthase domain	46	12	70	0	1	0	1	7	116	17	74	0	1	6	7	3	1	0	11	6	1	13	1	19	3	9
IPR002762	Cobalamin (vitamin B12) biosynthesis CbiX	29	79	30	0	0	0	0	55	38	74	32	3	6	10	68	17	4	4	13	16	0	17	20	13	5	15
IPR002763	Protein of unknown function DUF72	80	64	78	1	0	3	0	18	85	47	79	3	5	14	50	22	1	3	20	15	3	15	17	17	6	22
IPR002765	Uncharacterised protein family UPF0145	35	70	32	1	0	0	0	9	37	24	42	0	53	67	62	18	6	2	13	19	0	15	21	17	6	14
IPR002767	Thiamine-binding protein	10	28	5	0	0	0	0	1	15	2	20	0	0	0	33	4	0	0	5	5	0	5	5	7	0	1
IPR002769	Translation initiation factor IF6	9	1	8	0	0	0	0	1	25	7	14	1	4	0	1	0	2	0	1	3	0	0	0	2	0	0
IPR002770	Formylmethanofuran: tetrahydromethanopterin formyltransferase Ftr, C-terminal	12	6	6	0	0	0	0	10	10	16	4	0	31	19	4	0	5	4	4	4	0	4	2	3	2	7
IPR002771	Multiple antibiotic resistance (MarC)-related	83	258	96	4	0	1	2	29	161	86	129	3	77	112	248	34	4	9	29	33	3	37	35	37	10	46
IPR002772	Glycoside hydrolase family 3 C-terminal domain	18	24	21	2	1	2	0	9	23	41	40	1	33	33	14	15	5	6	12	18	6	17	11	15	4	14
IPR002773	Deoxyhypusine synthase	207	184	173	1	2	3	2	30	299	68	229	0	33	36	121	32	3	9	62	46	0	64	25	65	6	38
IPR002774	Flagellin, archaea	3	0	5	0	2	0	0	0	4	3	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0	5
IPR002775	DNA/RNA-binding protein Alba-like	5	0	10	0	0	0	0	0	18	0	13	0	0	0	0	0	0	0	1	2	0	0	0	6	0	1
IPR002777	Prefoldin beta-like	14	1	10	0	0	0	0	1	18	4	6	0	0	0	1	0	2	0	1	2	0	3	0	4	0	4
IPR002778	Signal recognition particle, SRP19 subunit	1	2	1	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	1
IPR002780	Hydrogenase formation HypD protein	90	228	93	0	1	1	1	57	135	133	132	4	362	349	162	19	8	8	17	23	1	20	15	32	8	24
IPR002781	Transmembrane protein TauE-like	201	627	185	5	3	3	5	532	235	911	218	7	336	521	628	196	45	49	152	118	10	135	175	114	67	162
IPR002782	Mut7-C RNAse domain	23	33	6	0	0	0	0	1	14	8	16	0	0	0	49	4	0	0	5	5	0	4	4	5	0	2
IPR002784	Ribosomal protein L14e domain	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
